pos,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,routine_2.started,Fixation.started,Fixation.stopped,Line1.started,Line2.started,Line3.started,Line4.started,Probe.started,key_resp_2.started,routine_2.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
50,c,22,2,90,2,,,,,262.62905079999473,,262.613311299996,262.62905079999473,263.61174399999436,263.61174399999436,263.61174399999436,263.61174399999436,263.6257889000117,264.62501439999323,264.62501439999323,270.2719756999868,c,1,5.641894300002605,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
-150,z,22,3,91,3,,,,,270.2894087000168,,270.273797700007,270.2894087000168,271.272202400025,271.272202400025,271.272202400025,271.272202400025,271.2860822000075,272.28540430002613,272.28540430002613,274.2352704000077,x,0,1.9372616999899037,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
-50,x,23,0,92,0,,,,,274.2523806000245,,274.23718130000634,274.2523806000245,275.2357066000113,275.2357066000113,275.2357066000113,275.2357066000113,275.249552400026,276.2485261000111,276.2485261000111,277.9652750000241,v,0,1.7088613000232726,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
150,v,23,1,93,1,,,,,277.98284240002977,,277.9671012000181,277.98284240002977,278.9658406000235,278.9658406000235,278.9658406000235,278.9658406000235,278.9797823000117,279.9790486000129,279.9790486000129,280.99644570000237,z,0,1.0113868999760598,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
50,c,23,2,94,2,,,,,281.0137704000226,,280.99867110000923,281.0137704000226,282.01075120002497,282.01075120002497,282.01075120002497,282.01075120002497,282.01075120002497,283.010010100028,283.010010100028,284.44323949998943,c,1,1.421576399996411,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
-150,z,23,3,95,3,,,,,284.4612186999875,,284.4452971999999,284.4612186999875,285.4435803000233,285.4435803000233,285.4435803000233,285.4435803000233,285.4578705999884,286.4569875000161,286.4569875000161,288.7894111999776,x,0,2.3279544000397436,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
-50,x,24,0,96,0,,,,,288.8072301999782,,288.7912681000307,288.8072301999782,289.7899212000193,289.7899212000193,289.7899212000193,289.7899212000193,289.80436660000123,290.803548099997,290.803548099997,292.91995980002685,v,0,2.108805800031405,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
150,v,24,1,97,1,,,,,292.93732520000776,,292.9217962999828,292.93732520000776,293.92033599998103,293.92033599998103,293.92033599998103,293.92033599998103,293.93394890002673,294.9331271999981,294.9331271999981,295.5343415000243,z,0,0.585050499998033,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
50,c,24,2,98,2,,,,,295.5524776999955,,295.53626349999104,295.5524776999955,296.5345231000101,296.5345231000101,296.5345231000101,296.5345231000101,296.5654111999902,297.5479078000062,297.5479078000062,302.59522439999273,c,1,5.0320166000165045,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
-150,z,24,3,99,3,,,,,302.61306790000526,,302.5970903999987,302.61306790000526,303.60961240000324,303.60961240000324,303.60961240000324,303.60961240000324,303.60961240000324,304.60891509999055,304.60891509999055,305.5092176999897,z,1,0.8875858999672346,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
-50,x,25,0,100,0,,,,,305.52697290002834,,305.51118309999583,305.52697290002834,306.50982400000794,306.50982400000794,306.50982400000794,306.50982400000794,306.5237709999783,307.5230434000259,307.5230434000259,307.95761019998463,v,0,0.42541199998231605,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
150,v,25,1,101,1,,,,,307.97462300001644,,307.9594791000127,307.97462300001644,308.97177180001745,308.97177180001745,308.97177180001745,308.97177180001745,308.97177180001745,309.9709190999856,309.9709190999856,310.28923749999376,z,0,0.3162071999977343,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
50,c,25,2,102,2,,,,,310.3064980999916,,310.2910166999791,310.3064980999916,311.30335469997954,311.30335469997954,311.30335469997954,311.30335469997954,311.30335469997954,312.3024172000005,312.3024172000005,313.98615780001273,c,1,1.6704774999525398,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
-150,z,25,3,103,3,,,,,314.0039490000345,,313.9884595000185,314.0039490000345,315.0028551000287,315.0028551000287,315.0028551000287,315.0028551000287,315.01676299999235,315.999323200027,315.999323200027,317.28367929998785,x,0,1.26662899996154,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
-50,x,26,0,104,0,,,,,317.30094079999253,,317.28560469998047,317.30094079999253,318.29759700002614,318.29759700002614,318.29759700002614,318.29759700002614,318.29759700002614,319.29683629999636,319.29683629999636,320.0309880999848,v,0,0.725179799948819,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
150,v,26,1,105,1,,,,,320.0486024999991,,320.0327291000285,320.0486024999991,321.0452594999806,321.0452594999806,321.0452594999806,321.0452594999806,321.0452594999806,322.0446520000114,322.0446520000114,322.6970836999826,z,0,0.6484138999949209,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
50,c,26,2,106,2,,,,,322.71298880001996,,322.6992291000206,322.71298880001996,323.7096175000188,323.7096175000188,323.7096175000188,323.7096175000188,323.7096175000188,324.70854550000513,324.70854550000513,325.80915510002524,c,1,1.0983756000059657,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
-150,z,26,3,107,3,,,,,325.82710500003304,,325.81104920001235,325.82710500003304,326.80956179997884,326.80956179997884,326.80956179997884,326.80956179997884,326.8240439000074,327.8231558999978,327.8231558999978,328.09085809998214,x,0,None,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
-50,x,27,0,108,0,,,,,328.1080531000043,,328.0934516999987,328.1080531000043,329.10519899998326,329.10519899998326,329.10519899998326,329.10519899998326,329.10519899998326,330.10421100002714,330.10421100002714,330.4558729000273,v,0,0.3384678000002168,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
150,v,27,1,109,1,,,,,330.47387990000425,,330.45775250002043,330.47387990000425,331.4726351000136,331.4726351000136,331.4726351000136,331.4726351000136,331.48663100000704,332.4692674999824,332.4692674999824,333.25355319998926,z,0,0.7699176999740303,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
50,c,27,2,110,2,,,,,333.2707844999968,,333.2552355999942,333.2707844999968,334.25422070000786,334.25422070000786,334.25422070000786,334.25422070000786,334.2679377000313,335.26689570001327,335.26689570001327,336.9676688000327,c,1,1.6920638000010513,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
-150,z,27,3,111,3,,,,,336.9842946000281,,336.9693670999841,336.9842946000281,337.98134489997756,337.98134489997756,337.98134489997756,337.98134489997756,337.98134489997756,338.9804529999965,338.9804529999965,339.898171000008,x,0,0.9057522999937646,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
-50,x,28,0,112,0,,,,,339.9157796999789,,339.90001689997735,339.9157796999789,340.914845900028,340.914845900028,340.914845900028,340.914845900028,340.9290525999968,341.9113548999885,341.9113548999885,343.4787771999836,v,0,1.5623367000371218,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
150,v,28,1,113,1,,,,,343.4956254999852,,343.4806247000233,343.4956254999852,344.4925079999957,344.4925079999957,344.4925079999957,344.4925079999957,344.4925079999957,345.49149809998926,345.49149809998926,346.6594005000079,z,0,1.165166600025259,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
50,c,28,2,114,2,,,,,346.67660669999896,,346.661760899995,346.67660669999896,347.67320060002385,347.67320060002385,347.67320060002385,347.67320060002385,347.67320060002385,348.67258559999755,348.67258559999755,349.90628430002835,c,1,1.2166819999692962,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
-150,z,28,3,115,3,,,,,349.92392710002605,,349.9080189000233,349.92392710002605,350.92144750000443,350.92144750000443,350.92144750000443,350.92144750000443,350.92144750000443,351.91988890001085,351.91988890001085,352.75476789998356,x,0,0.830622699984815,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
-50,x,29,0,116,0,,,,,352.7718537999899,,352.7566397000337,352.7718537999899,353.7691494000028,353.7691494000028,353.7691494000028,353.7691494000028,353.7691494000028,354.7674259999767,354.7674259999767,357.4005552000017,v,0,2.6208044000086375,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
150,v,29,1,117,1,,,,,357.41768900002353,,357.40252810000675,357.41768900002353,358.4143972999882,358.4143972999882,358.4143972999882,358.4143972999882,358.4143972999882,359.4137095999904,359.4137095999904,359.9643673999817,z,0,0.5399021999910474,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
50,c,29,2,118,2,,,,,359.98186060000444,,359.96611610002583,359.98186060000444,360.9652205000166,360.9652205000166,360.9652205000166,360.9652205000166,360.979003800021,361.9782232000143,361.9782232000143,363.312780999986,c,1,1.3245369999785908,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
-150,z,29,3,119,3,,,,,363.32960870000534,,363.31464130000677,363.32960870000534,364.3263519000029,364.3263519000029,364.3263519000029,364.3263519000029,364.3263519000029,365.325573900016,365.325573900016,366.47609300003387,z,1,1.1413807999924757,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
-50,x,30,0,120,0,,,,,366.4937382999924,,366.4779697000049,366.4937382999924,367.49070020002546,367.49070020002546,367.49070020002546,367.49070020002546,367.49070020002546,368.4894593000063,368.4894593000063,369.0736490000272,c,0,0.5685998999979347,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
150,v,30,1,121,1,,,,,369.09150390001014,,369.0755619999836,369.09150390001014,370.0910856000264,370.0910856000264,370.0910856000264,370.0910856000264,370.10481069999514,371.0874474000302,371.0874474000302,371.55534120002994,z,0,0.4598675000015646,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
50,c,30,2,122,2,,,,,371.5729001000291,,371.55715050001163,371.5729001000291,372.55573030002415,372.55573030002415,372.55573030002415,372.55573030002415,372.56946740002604,373.5684807000216,373.5684807000216,373.91956599999685,c,1,0.34746709995670244,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
-150,z,30,3,123,3,,,,,373.93754000001354,,373.921077099978,373.93754000001354,374.92060740001034,374.92060740001034,374.92060740001034,374.92060740001034,374.9343717999873,375.933620100026,375.933620100026,378.4328273999854,x,0,2.4861514999647625,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
-50,x,31,0,124,0,,,,,378.45044729998335,,378.4345537000336,378.45044729998335,379.43322000000626,379.43322000000626,379.43322000000626,379.43322000000626,379.44725259998813,380.4467001000303,380.4467001000303,380.84678840002744,v,0,0.3835774000035599,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
150,v,31,1,125,1,,,,,380.8652096000151,,380.8487119000056,380.8652096000151,381.8483519000001,381.8483519000001,381.8483519000001,381.8483519000001,381.8617754000006,382.8608628999791,382.8608628999791,384.3785435000318,z,0,1.511182699992787,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
50,c,31,2,126,2,,,,,384.3958211999852,,384.3805970000103,384.3958211999852,385.39247239998076,385.39247239998076,385.39247239998076,385.39247239998076,385.39247239998076,386.3914891000022,386.3914891000022,388.1753640000243,c,1,1.774078099988401,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
-150,z,31,3,127,3,,,,,388.1927847000188,,388.1771810000064,388.1927847000188,389.1893292000168,389.1893292000168,389.1893292000168,389.1893292000168,389.1893292000168,390.1886080999975,390.1886080999975,391.8887737999903,z,1,1.6859761999803595,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
-50,x,32,0,128,0,,,,,391.9059798999806,,391.8907024000073,391.9059798999806,392.90276329999324,392.90276329999324,392.90276329999324,392.90276329999324,392.90276329999324,393.90195289999247,393.90195289999247,394.25311799999326,v,0,0.34684969997033477,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
150,v,32,1,129,1,,,,,394.27066919999197,,394.25527969998075,394.27066919999197,395.26767660002224,395.26767660002224,395.26767660002224,395.26767660002224,395.26767660002224,396.2666161999805,396.2666161999805,397.2341698000091,z,0,0.9543334000045434,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
50,c,32,2,130,2,,,,,397.2512534999987,,397.2359254999901,397.2512534999987,398.23441340000136,398.23441340000136,398.23441340000136,398.23441340000136,398.24826299998676,399.2478123999899,399.2478123999899,399.5158306999947,c,1,0.26604620000580326,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
-150,z,32,3,131,3,,,,,399.53332590003265,,399.51722999999765,399.53332590003265,400.52976679999847,400.52976679999847,400.52976679999847,400.52976679999847,400.52976679999847,401.5294394000084,401.5294394000084,401.9308280000114,x,0,0.3858754000393674,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
-50,x,33,0,132,0,,,,,401.94767900003353,,401.9321355000138,401.94767900003353,402.93079810001655,402.93079810001655,402.93079810001655,402.93079810001655,402.9443844999769,403.9438069000025,403.9438069000025,404.17928089998895,v,0,0.231550199969206,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
150,v,33,1,133,1,,,,,404.19674340001075,,404.1810024000006,404.19674340001075,405.19513489998644,405.19513489998644,405.19513489998644,405.19513489998644,405.2092677000328,406.1915811999934,406.1915811999934,406.49293509998824,z,0,0.2929887000354938,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
50,c,33,2,134,2,,,,,406.51079859997844,,406.49452960002236,406.51079859997844,407.4937184000155,407.4937184000155,407.4937184000155,407.4937184000155,407.5074404000188,408.5067488999921,408.5067488999921,408.90830409998307,c,1,0.3913910999544896,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
-150,z,33,3,135,3,,,,,408.9255353999906,,408.91065600002185,408.9255353999906,409.92235020000953,409.92235020000953,409.92235020000953,409.92235020000953,409.92235020000953,410.921427400026,410.921427400026,411.05599030002486,x,0,0.12268779997248203,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
-50,x,34,0,136,0,,,,,411.073592700006,,411.0578109000344,411.073592700006,412.0565125999856,412.0565125999856,412.0565125999856,412.0565125999856,412.0704250999843,413.06974419998005,413.06974419998005,413.17122519999975,v,0,0.09721440001158044,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
150,v,34,1,137,1,,,,,413.18827480002074,,413.17378299997654,413.18827480002074,414.185319399985,414.185319399985,414.185319399985,414.185319399985,414.185319399985,415.1842977000051,415.1842977000051,415.45276780001586,z,0,0.25506259995745495,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
50,c,34,2,138,2,,,,,415.4701720000012,,415.4546020000125,415.4701720000012,416.4671657999861,416.4671657999861,416.4671657999861,416.4671657999861,416.4671657999861,417.4664407999953,417.4664407999953,417.6832627999829,c,1,0.2092795000062324,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
-150,z,34,3,139,3,,,,,417.70170239999425,,417.68528129998595,417.70170239999425,418.6840616000118,418.6840616000118,418.6840616000118,418.6840616000118,418.6983393999981,419.6975151000079,419.6975151000079,419.8654899999965,x,0,0.16559980000602081,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
-50,x,35,0,140,0,,,,,419.88307029998396,,419.8672249999945,419.88307029998396,420.86576720001176,420.86576720001176,420.86576720001176,420.86576720001176,420.8793523000204,421.8788515999913,421.8788515999913,422.0302125000162,v,0,0.13624390005134046,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
150,v,35,1,141,1,,,,,422.04809890000615,,422.03240379999625,422.04809890000615,423.04478619998554,423.04478619998554,423.04478619998554,423.04478619998554,423.04478619998554,424.04378210002324,424.04378210002324,424.24504970002454,z,0,0.18848950002575293,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
50,c,35,2,142,2,,,,,424.26277600001777,,424.24691819999134,424.26277600001777,425.24553940002806,425.24553940002806,425.24553940002806,425.24553940002806,425.2604313000338,426.25881000002846,426.25881000002846,426.31045470002573,c,1,0.03994539997074753,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
-150,z,35,3,143,3,,,,,426.32767440000316,,426.31318400002783,426.32767440000316,427.3244188000099,427.3244188000099,427.3244188000099,427.3244188000099,427.3244188000099,428.32352259999607,428.32352259999607,428.64168230001815,x,0,0.310428700002376,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
-50,x,36,0,144,0,,,,,428.65933960000984,,428.64390159997856,428.65933960000984,429.65602759999456,429.65602759999456,429.65602759999456,429.65602759999456,429.65602759999456,430.6549946999876,430.6549946999876,431.3898240000126,v,0,0.7224179999902844,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
150,v,36,1,145,1,,,,,431.40721079998184,,431.3917430000147,431.40721079998184,432.403784300026,432.403784300026,432.403784300026,432.403784300026,432.403784300026,433.4030475000036,433.4030475000036,433.6877642000327,x,0,0.27399170002900064,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
50,c,36,2,146,2,,,,,433.7053801000002,,433.6897727000178,433.7053801000002,434.70206119999057,434.70206119999057,434.70206119999057,434.70206119999057,434.70206119999057,435.7011921000085,435.7011921000085,435.9359912999789,c,1,0.23212670005159453,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
-150,z,36,3,147,3,,,,,435.95384849997936,,435.9379306000192,435.95384849997936,436.9522447999916,436.9522447999916,436.9522447999916,436.9522447999916,436.9661516000051,437.9492090999847,437.9492090999847,438.2002309000236,x,0,0.24701619998086244,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
-50,x,37,0,148,0,,,,,438.2179241999984,,438.2017362000188,438.2179241999984,439.20103390002623,439.20103390002623,439.20103390002623,439.20103390002623,439.21448740002234,440.2138158000307,440.2138158000307,440.565468100016,v,0,0.34063639998203143,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
150,v,37,1,149,1,,,,,440.58304170001065,,440.56777429999784,440.58304170001065,441.58210120000876,441.58210120000876,441.58210120000876,441.58210120000876,441.5963464999804,442.5787755000056,442.5787755000056,443.1798462999868,z,0,0.5956535000004806,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
50,c,37,2,150,2,,,,,443.19735349999974,,443.18163010000717,443.19735349999974,444.19410620001145,444.19410620001145,444.19410620001145,444.19410620001145,444.19410620001145,445.1932087999885,445.1932087999885,445.5445305000176,c,1,0.33586699998704717,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
-150,z,37,3,151,3,,,,,445.5619582000072,,445.54643300001044,445.5619582000072,446.5450759999803,446.5450759999803,446.5450759999803,446.5450759999803,446.55846939998446,447.5578608000069,447.5578608000069,447.959206700034,x,0,0.39502060000086203,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
-50,x,38,0,152,0,,,,,447.9769497999805,,447.96138749999227,447.9769497999805,448.97559799999,448.97559799999,448.97559799999,448.97559799999,448.9898259000038,449.972594699997,449.972594699997,450.99004639999475,v,0,1.0023711999529041,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
150,v,38,1,153,1,,,,,451.0075639000279,,450.99192499998026,451.0075639000279,452.0042211000109,452.0042211000109,452.0042211000109,452.0042211000109,452.0042211000109,453.003145100025,453.003145100025,453.954343600024,z,0,0.935696900007315,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
50,c,38,2,154,2,,,,,453.97202980000293,,453.95679800002836,453.97202980000293,454.97121779999,454.97121779999,454.97121779999,454.97121779999,454.98523669998394,455.96778529998846,455.96778529998846,456.51889599999413,c,1,0.5357717000297271,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
-150,z,38,3,155,3,,,,,456.53626680001616,,456.5211058999994,456.53626680001616,457.5330750999856,457.5330750999856,457.5330750999856,457.5330750999856,457.5330750999856,458.5322541000205,458.5322541000205,458.9670479000197,z,1,0.42063980002421886,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
-50,x,39,0,156,0,,,,,458.98443539999425,,458.9689613999799,458.98443539999425,459.98119439999573,459.98119439999573,459.98119439999573,459.98119439999573,459.98119439999573,460.9799891000148,460.9799891000148,461.3315549999825,c,0,0.33664329996099696,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
150,v,39,1,157,1,,,,,461.34880300000077,,461.3338296000147,461.34880300000077,462.3456503999769,462.3456503999769,462.3456503999769,462.3456503999769,462.3456503999769,463.34476619999623,463.34476619999623,465.3781295000226,z,0,2.023517800029367,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
