pos,corr_resp,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
-150,z,0,0,0,2,37,3,151,3,476.70415229996433,,476.6880153999664,476.70415229996433,477.68611279997276,477.68611279997276,477.68611279997276,477.68611279997276,477.7168832999887,478.6993477999931,478.6993477999931,479.61637860001065,x,0,0.9065450999769382,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
-50,x,0,0,0,2,38,0,152,0,479.63409820001107,,479.6182163999765,479.63409820001107,480.61718870000914,480.61718870000914,480.61718870000914,480.61718870000914,480.63090839999495,481.63010889996076,481.63010889996076,482.11444769997615,v,0,0.4680395000032149,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
150,v,0,0,0,2,38,1,153,1,482.13208429998485,,482.1165284999879,482.13208429998485,483.1153783999616,483.1153783999616,483.1153783999616,483.1153783999616,483.12888390000444,484.128097000008,484.128097000008,484.99571280000964,z,0,0.8601762999896891,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
50,c,0,0,0,2,38,2,154,2,485.01331680000294,,484.9975298999925,485.01331680000294,485.99620019999566,485.99620019999566,485.99620019999566,485.99620019999566,486.00999109999975,487.0093546999851,487.0093546999851,487.6433487999602,c,1,0.6256153000285849,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
-150,z,0,0,0,2,38,3,155,3,487.66103369998746,,487.64525709999725,487.66103369998746,488.6440901000169,488.6440901000169,488.6440901000169,488.6440901000169,488.6578894999693,489.6570548999589,489.6570548999589,490.5741835999652,x,0,0.9103643000125885,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
-50,x,0,0,0,2,39,0,156,0,490.59244719997514,,490.57586179999635,490.59244719997514,491.57484399998793,491.57484399998793,491.57484399998793,491.57484399998793,491.58883329998935,492.5881299999892,492.5881299999892,493.33889720001025,v,0,0.73779480002122,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
150,v,0,0,0,2,39,1,157,1,493.356873599987,,493.34105079999426,493.356873599987,494.3394667999819,494.3394667999819,494.3394667999819,494.3394667999819,494.3531687000068,495.3524922999786,495.3524922999786,496.4031583999749,z,0,1.0371837999555282,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
50,c,0,0,0,2,39,2,158,2,496.4206147000077,,496.4054576999624,496.4206147000077,497.4169702999643,497.4169702999643,497.4169702999643,497.4169702999643,497.4169702999643,498.4162268000073,498.4162268000073,499.4508373999852,c,1,1.0265623000450432,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
-150,z,0,0,0,2,39,3,159,3,499.4682022999623,,499.452670699975,499.4682022999623,500.4512015999644,500.4512015999644,500.4512015999644,500.4512015999644,500.464765599987,501.46393470000476,501.46393470000476,502.6311399000115,x,0,1.1526167999836616,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
-50,x,0,0,0,2,40,0,160,0,502.64935249998234,,502.6331167999888,502.64935249998234,503.63187649997417,503.63187649997417,503.63187649997417,503.63187649997417,503.6455328000011,504.64469210000243,504.64469210000243,506.37827300000936,c,0,1.7271571999881417,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
150,v,0,0,0,2,40,1,161,1,506.39592260000063,,506.38045329996385,506.39592260000063,507.3926739000017,507.3926739000017,507.3926739000017,507.3926739000017,507.3926739000017,508.39174099999946,508.39174099999946,509.54209359997185,z,0,1.1454928999883123,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
50,c,0,0,0,2,40,2,162,2,509.5600353999762,,509.54388060001656,509.5600353999762,510.5428488999605,510.5428488999605,510.5428488999605,510.5428488999605,510.55647439998575,511.55541669996455,511.55541669996455,513.8723786000046,c,1,2.2995706999790855,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
-150,z,0,0,0,2,40,3,163,3,513.8900050999946,,513.8743923999718,513.8900050999946,514.8863043999881,514.8863043999881,514.8863043999881,514.8863043999881,514.8863043999881,515.8855729000061,515.8855729000061,516.2200412999955,x,0,0.32583460002206266,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
-50,x,0,0,0,2,41,0,164,0,516.2381696999655,,516.2225795999984,516.2381696999655,517.2345729999943,517.2345729999943,517.2345729999943,517.2345729999943,517.2345729999943,518.2334942999878,518.2334942999878,518.8345975999837,v,0,0.5910525000072084,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
150,v,0,0,0,2,41,1,165,1,518.8519591999939,,518.8369837999926,518.8519591999939,519.8353910999722,519.8353910999722,519.8353910999722,519.8353910999722,519.8486421999987,520.8479198999703,520.8479198999703,522.1318712999928,z,0,1.2739590000128374,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
50,c,0,0,0,2,41,2,166,2,522.1493314999971,,522.133880999987,522.1493314999971,523.1324819999863,523.1324819999863,523.1324819999863,523.1324819999863,523.1459371999954,524.1453121000086,524.1453121000086,524.6459700000123,c,1,0.48610189999453723,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
-150,z,0,0,0,2,41,3,167,3,524.6641190999653,,524.6482732999721,524.6641190999653,525.6466851999867,525.6466851999867,525.6466851999867,525.6466851999867,525.660857299983,526.6598636999843,526.6598636999843,528.6267715999857,x,0,1.964742100040894,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
-50,x,0,0,0,2,42,0,168,0,528.6442603999749,,528.6286401000107,528.6442603999749,529.6273483000114,529.6273483000114,529.6273483000114,529.6273483000114,529.6405782999936,530.6398572999751,530.6398572999751,532.6902541000163,v,0,2.0484950999962166,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
150,v,0,0,0,2,42,1,169,1,532.7075869999826,,532.6922831999836,532.7075869999826,533.6901462000096,533.6901462000096,533.6901462000096,533.6901462000096,533.7043265000102,534.7035023999633,534.7035023999633,536.1541044999612,z,0,1.442348500015214,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
50,c,0,0,0,2,42,2,170,2,536.1716048999806,,536.1561266999925,536.1716048999806,537.1679793999647,537.1679793999647,537.1679793999647,537.1679793999647,537.1679793999647,538.167240299983,538.167240299983,538.6849120999686,c,1,0.5140832000179216,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
-150,z,0,0,0,2,42,3,171,3,538.7029067999683,,538.6866641999804,538.7029067999683,539.6853099999717,539.6853099999717,539.6853099999717,539.6853099999717,539.6993680999731,540.6984630000079,540.6984630000079,542.5318076999974,x,0,1.8289022999815643,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
-50,x,0,0,0,2,43,0,172,0,542.5494439000031,,542.5336768999696,542.5494439000031,543.5321599000017,543.5321599000017,543.5321599000017,543.5321599000017,543.5461407999974,544.5452109999605,544.5452109999605,545.313193399983,v,0,0.7650085000204854,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
150,v,0,0,0,2,43,1,173,1,545.3301382999634,,545.3150371999945,545.3301382999634,546.3136292999843,546.3136292999843,546.3136292999843,546.3136292999843,546.3269686999847,547.3261890999856,547.3261890999856,548.5438388999901,z,0,1.202171900018584,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
50,c,0,0,0,2,43,2,174,2,548.5616185999825,,548.5461365999654,548.5616185999825,549.5580416999874,549.5580416999874,549.5580416999874,549.5580416999874,549.5580416999874,550.5570012999815,550.5570012999815,551.4585433999891,c,1,0.8994849000009708,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
-150,z,0,0,0,2,43,3,175,3,551.47563359997,,551.4605279999669,551.47563359997,552.4720127999899,552.4720127999899,552.4720127999899,552.4720127999899,552.4720127999899,553.4711509000044,553.4711509000044,556.1870484999963,x,0,2.702806400018744,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
-50,x,0,0,0,2,44,0,176,0,556.2046573999687,,556.1888873999706,556.2046573999687,557.1873430999694,557.1873430999694,557.1873430999694,557.1873430999694,557.2013573999866,558.2005988999736,558.2005988999736,560.250479099981,v,0,2.0362855000421405,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
150,v,0,0,0,2,44,1,177,1,560.2681767999893,,560.2523812999716,560.2681767999893,561.251124500006,561.251124500006,561.251124500006,561.251124500006,561.2646939000115,562.2637744999956,562.2637744999956,563.530998000002,z,0,1.2530600000172853,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
50,c,0,0,0,2,44,2,178,2,563.5493782999692,,563.5328010999947,563.5493782999692,564.5316862000036,564.5316862000036,564.5316862000036,564.5316862000036,564.5619448999641,565.5446914999629,565.5446914999629,567.3111111999606,c,1,1.754153799964115,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
-150,z,0,0,0,2,44,3,179,3,567.328899599961,,567.3129924999666,567.328899599961,568.3116317999666,568.3116317999666,568.3116317999666,568.3116317999666,568.325808900001,569.324915300007,569.324915300007,569.7425389999989,x,0,0.4154289000434801,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
-50,x,0,0,0,2,45,0,180,0,569.7604398999829,,569.7440563999698,569.7604398999829,570.7431630999781,570.7431630999781,570.7431630999781,570.7431630999781,570.7569282999611,571.7561262999661,571.7561262999661,572.5565446999972,v,0,0.7884915999602526,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
150,v,0,0,0,2,45,1,181,1,572.5748627000139,,572.5583570000017,572.5748627000139,573.557447500003,573.557447500003,573.557447500003,573.557447500003,573.5716841999674,574.570697499963,574.570697499963,575.6379729000037,z,0,1.0521664000116289,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
50,c,0,0,0,2,45,2,182,2,575.6557339999708,,575.6398542000097,575.6557339999708,576.6383739999728,576.6383739999728,576.6383739999728,576.6383739999728,576.6519800999667,577.6512693999684,577.6512693999684,580.2179078999907,c,1,2.5610471999971196,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
-150,z,0,0,0,2,45,3,183,3,580.2356732999906,,580.219678799971,580.2356732999906,581.2317678999971,581.2317678999971,581.2317678999971,581.2317678999971,581.2317678999971,582.2311279000132,582.2311279000132,583.6647244999767,x,0,1.43100380001124,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
-50,x,0,0,0,2,46,0,184,0,583.6822380999802,,583.6665877999621,583.6822380999802,584.6788734999718,584.6788734999718,584.6788734999718,584.6788734999718,584.6788734999718,585.6782097999821,585.6782097999821,587.2945973000024,v,0,1.6067765000043437,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
150,v,0,0,0,2,46,1,185,1,587.3129260999849,,587.2963425999624,587.3129260999849,588.2951364999753,588.2951364999753,588.2951364999753,588.2951364999753,588.3261230000062,589.3084115000092,589.3084115000092,590.7585567999631,z,0,1.4410760999890044,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
50,c,0,0,0,2,46,2,186,2,590.7766846999875,,590.760160100006,590.7766846999875,591.7592735000071,591.7592735000071,591.7592735000071,591.7592735000071,591.7730804000166,592.7721553000156,592.7721553000156,595.971078499977,c,1,3.183212200005073,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
-150,z,0,0,0,2,46,3,187,3,595.9888204999734,,595.9729974999791,595.9888204999734,596.9716738999705,596.9716738999705,596.9716738999705,596.9716738999705,596.985468400002,597.9844675000058,597.9844675000058,600.866631300014,x,0,2.8651106999604963,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
-50,x,0,0,0,2,47,0,188,0,600.884891099995,,600.8682395999786,600.884891099995,601.8676601999905,601.8676601999905,601.8676601999905,601.8676601999905,601.8812401999603,602.8802967999945,602.8802967999945,608.0616889999947,v,0,5.169777799979784,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
150,v,0,0,0,2,47,1,189,1,608.0787711999728,,608.0636929000029,608.0787711999728,609.0754209000152,609.0754209000152,609.0754209000152,609.0754209000152,609.0754209000152,610.0746029000147,610.0746029000147,613.440363599977,z,0,3.3496842999593355,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
50,c,0,0,0,2,47,2,190,2,613.4580915999832,,613.4422204999719,613.4580915999832,614.4547082000063,614.4547082000063,614.4547082000063,614.4547082000063,614.4547082000063,615.4538227000157,615.4538227000157,618.3698190000141,c,1,2.9137936999904923,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
-150,z,0,0,0,2,47,3,191,3,618.3872990999953,,618.371721500007,618.3872990999953,619.3838140000007,619.3838140000007,619.3838140000007,619.3838140000007,619.3838140000007,620.3830048000091,620.3830048000091,621.2009530999931,x,0,0.8133749000262469,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
-50,x,0,0,0,2,48,0,192,0,621.2180220999871,,621.2028090999811,621.2180220999871,622.2146611000062,622.2146611000062,622.2146611000062,622.2146611000062,622.2146611000062,623.2138639999903,623.2138639999903,623.6813375999918,v,0,0.46002899995073676,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
150,v,0,0,0,2,48,1,193,1,623.6992212999612,,623.6830398999737,623.6992212999612,624.6823594999732,624.6823594999732,624.6823594999732,624.6823594999732,624.6961275999784,625.6953937999788,625.6953937999788,626.8956593999756,z,0,1.1901951000327244,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
50,c,0,0,0,2,48,2,194,2,626.9135206000064,,626.8975957999937,626.9135206000064,627.8963433000026,627.8963433000026,627.8963433000026,627.8963433000026,627.9098368000123,628.909099099983,628.909099099983,629.54366939998,c,1,0.6270695999846794,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
-150,z,0,0,0,2,48,3,195,3,629.5613944999641,,629.5454559999635,629.5613944999641,630.5441665999824,630.5441665999824,630.5441665999824,630.5441665999824,630.5577257999685,631.5569693999714,631.5569693999714,632.4411875999649,x,0,0.8666971999919042,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
-50,x,0,0,0,2,49,0,196,0,632.4591845999821,,632.443064799998,632.4591845999821,633.4417722999933,633.4417722999933,633.4417722999933,633.4417722999933,633.4552646999946,634.4544121999643,634.4544121999643,634.8055549999699,v,0,0.33832019998226315,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
150,v,0,0,0,2,49,1,197,1,634.8239618999651,,634.8074874000158,634.8239618999651,635.80615389999,635.80615389999,635.80615389999,635.80615389999,635.8370129999821,636.8194870000007,636.8194870000007,637.1207295999629,z,0,0.29118559998460114,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
50,c,0,0,0,2,49,2,198,2,637.1381829999737,,637.1226009000093,637.1381829999737,638.1211202999693,638.1211202999693,638.1211202999693,638.1211202999693,638.1350168999634,639.1340228999616,639.1340228999616,639.4187901999685,c,1,0.27216090000001714,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
-150,z,0,0,0,2,49,3,199,3,639.4362764999969,,639.4207136000041,639.4362764999969,640.4191958999727,640.4191958999727,640.4191958999727,640.4191958999727,640.4331208000076,641.4323679999798,641.4323679999798,641.7667832999723,x,0,0.32417649996932596,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
50,c,0,0,0,2,,,,,,,,,,,,,,,,,,,,,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
-50,x,0,1,1,3,0,0,0,0,641.7847144000116,,641.7754156999872,641.7847144000116,642.7673794999719,642.7673794999719,642.7673794999719,642.7673794999719,642.781196099997,643.7804581999662,643.7804581999662,643.998141899996,v,0,0.21420589997433126,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
150,v,0,1,1,3,0,1,1,1,644.0158489999594,,644.0007215999649,644.0158489999594,645.0127153999638,645.0127153999638,645.0127153999638,645.0127153999638,645.0127153999638,646.0118692999822,646.0118692999822,646.0967302999925,z,0,0.0821968000382185,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
50,c,0,1,1,3,0,2,2,2,646.1144674000097,,646.0985804999946,646.1144674000097,647.0968624000088,647.0968624000088,647.0968624000088,647.0968624000088,647.1109689999721,648.1101965999696,648.1101965999696,648.3443927000044,c,1,0.21823120000772178,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
-150,z,0,1,1,3,0,3,3,3,648.3625936000026,,648.3464660999598,648.3625936000026,649.3451583000133,649.3451583000133,649.3451583000133,649.3451583000133,649.3591284999857,650.3583073999616,650.3583073999616,650.5763228000142,x,0,0.20783669996308163,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
-50,x,0,1,1,3,1,0,4,0,650.5939404999954,,650.5781387999887,650.5939404999954,651.5768319999916,651.5768319999916,651.5768319999916,651.5768319999916,651.590340900002,652.5897442999994,652.5897442999994,652.9243191999849,v,0,0.32528410002123564,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
150,v,0,1,1,3,1,1,5,1,652.9416475999751,,652.9262235999922,652.9416475999751,653.9249415000086,653.9249415000086,653.9249415000086,653.9249415000086,653.9385351999663,654.937610199966,654.937610199966,655.1723920999793,z,0,0.22620140004437417,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
50,c,0,1,1,3,1,2,6,2,655.1901403999655,,655.174128899991,655.1901403999655,656.1727854000055,656.1727854000055,656.1727854000055,656.1727854000055,656.1863875999697,657.1858075999771,657.1858075999771,658.2030407999991,c,1,1.0024097000132315,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
-150,z,0,1,1,3,1,3,7,3,658.2210410999833,,658.2049545999616,658.2210410999833,659.2039377999608,659.2039377999608,659.2039377999608,659.2039377999608,659.2177007999853,660.2168596999836,660.2168596999836,660.2348498000065,x,0,0.013951300003100187,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
-50,x,0,1,1,3,2,0,8,0,660.2526318999589,,660.2370935999788,660.2526318999589,661.2353140999912,661.2353140999912,661.2353140999912,661.2353140999912,661.2494148999685,662.2485327000031,662.2485327000031,662.5330983999884,v,0,0.2771773000131361,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
150,v,0,1,1,3,2,1,9,1,662.5511946000042,,662.5350871999981,662.5511946000042,663.5333595999982,663.5333595999982,663.5333595999982,663.5333595999982,663.5640628999681,664.54678959999,664.54678959999,664.8147995999898,z,0,0.2644356000237167,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
50,c,0,1,1,3,2,2,10,2,664.8322561999667,,664.8167963000014,664.8322561999667,665.8288699999684,665.8288699999684,665.8288699999684,665.8288699999684,665.8288699999684,666.8278705999837,666.8278705999837,667.1297575999633,c,1,0.29525500000454485,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
-150,z,0,1,1,3,2,3,11,3,667.1472631999641,,667.131922999979,667.1472631999641,668.1438064000104,668.1438064000104,668.1438064000104,668.1438064000104,668.1438064000104,669.1430499000126,669.1430499000126,669.4108372000046,x,0,0.26242019998608157,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
-50,x,0,1,1,3,3,0,12,0,669.4286263000104,,669.4124757999671,669.4286263000104,670.4114501000149,670.4114501000149,670.4114501000149,670.4114501000149,670.424984799989,671.4242756000021,671.4242756000021,671.4587772999657,v,0,0.02344209997681901,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
150,v,0,1,1,3,3,1,13,1,671.4767122999765,,671.4605467999936,671.4767122999765,672.4595699000056,672.4595699000056,672.4595699000056,672.4595699000056,672.4731245000148,673.472294999985,673.472294999985,673.7405012999661,z,0,0.252249600016512,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
50,c,0,1,1,3,3,2,14,2,673.7583884999622,,673.7422885000124,673.7583884999622,674.7410644000047,674.7410644000047,674.7410644000047,674.7410644000047,674.7549395000096,675.7541395999724,675.7541395999724,676.0220910999924,c,1,0.25325360003625974,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
-150,z,0,1,1,3,3,3,15,3,676.0401373999775,,676.0240671999636,676.0401373999775,677.0222744999919,677.0222744999919,677.0222744999919,677.0222744999919,677.0531220000121,678.0356668999884,678.0356668999884,678.3034583000117,x,0,0.2553222000133246,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
-50,x,0,1,1,3,4,0,16,0,678.3213842000114,,678.3053335999721,678.3213842000114,679.3040306000039,679.3040306000039,679.3040306000039,679.3040306000039,679.3176695000147,680.3167192999972,680.3167192999972,680.38579879998,v,0,0.06713859998853877,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
150,v,0,1,1,3,4,1,17,1,680.4031097000116,,680.387963599991,680.4031097000116,681.3994395000045,681.3994395000045,681.3994395000045,681.3994395000045,681.3994395000045,682.3985753000015,682.3985753000015,682.666203700006,z,0,0.25143370003206655,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
50,c,0,1,1,3,4,2,18,2,682.6846608999767,,682.6680226000026,682.6846608999767,683.666822500003,683.666822500003,683.666822500003,683.666822500003,683.6977287000045,684.6801457999973,684.6801457999973,684.7479951999849,c,1,0.06205100001534447,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
-150,z,0,1,1,3,4,3,19,3,684.7658799999626,,684.7493312999723,684.7658799999626,685.7487530999933,685.7487530999933,685.7487530999933,685.7487530999933,685.7624548999593,686.7615043999976,686.7615043999976,687.0297886999906,x,0,0.2533729999559,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
-50,x,0,1,1,3,5,0,20,0,687.0476264999597,,687.0316533999867,687.0476264999597,688.0301245999872,688.0301245999872,688.0301245999872,688.0301245999872,688.0440769999987,689.0431232000119,689.0431232000119,689.3442289999803,v,0,0.2956994000123814,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
150,v,0,1,1,3,5,1,21,1,689.3622434000135,,689.3460619999678,689.3622434000135,690.3451241999865,690.3451241999865,690.3451241999865,690.3451241999865,690.3585620999802,691.3578433999792,691.3578433999792,691.60920050001,z,0,0.24868070002412423,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
50,c,0,1,1,3,5,2,22,2,691.6272381999879,,691.6112654999597,691.6272381999879,692.6095181999844,692.6095181999844,692.6095181999844,692.6095181999844,692.6404407999944,693.6227334999712,693.6227334999712,694.0078930999734,c,1,0.3719571999972686,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
