pos,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,routine_2.started,Fixation.started,Line1.started,Line2.started,Line3.started,Line4.started,Fixation.stopped,Probe.started,key_resp_2.started,routine_2.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
-150,z,22,3,91,3,,,,,369.49727990000974,,369.48462020000443,369.49727990000974,370.49638879997656,370.49638879997656,370.49638879997656,370.49638879997656,370.49638879997656,371.49583639996126,371.49583639996126,373.0959514999995,z,1,1.5951451000291854,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-50,x,23,0,92,0,,,,,373.1107630999759,,373.0976575999521,373.1107630999759,374.1106171000283,374.1106171000283,374.1106171000283,374.1106171000283,374.1106171000283,375.1092466999544,375.1092466999544,376.6266790999798,c,0,1.5094413999468088,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
150,v,23,1,93,1,,,,,376.6412827000022,,376.6283100999426,376.6412827000022,377.6406479999423,377.6406479999423,377.6406479999423,377.6406479999423,377.6406479999423,378.63940989994444,378.63940989994444,380.6057600999484,v,1,1.957784099970013,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
50,c,23,2,94,2,,,,,380.62127629993483,,380.6070606999565,380.62127629993483,381.6210903999163,381.6210903999163,381.6210903999163,381.6210903999163,381.6210903999163,382.6201182999648,382.6201182999648,385.0694232999813,x,0,2.432193099986762,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-150,z,23,3,95,3,,,,,385.0844587999163,,385.0711970999837,385.0844587999163,386.08383549994323,386.08383549994323,386.08383549994323,386.08383549994323,386.08383549994323,387.08275009994395,387.08275009994395,389.5493791999761,z,1,2.464598699938506,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-50,x,24,0,96,0,,,,,389.5643523000181,,389.55113609996624,389.5643523000181,390.563368299976,390.563368299976,390.563368299976,390.563368299976,390.563368299976,391.56231980002485,391.56231980002485,393.12983500002883,c,0,1.5611762999324128,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
150,v,24,1,97,1,,,,,393.1443977999734,,393.13159319991246,393.1443977999734,394.1437022999162,394.1437022999162,394.1437022999162,394.1437022999162,394.1437022999162,395.1427938999841,395.1427938999841,397.5259898999939,v,1,2.378626999910921,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
50,c,24,2,98,2,,,,,397.540697599994,,397.52803519996814,397.540697599994,398.54005589999724,398.54005589999724,398.54005589999724,398.54005589999724,398.54005589999724,399.53948359994683,399.53948359994683,401.15640899993014,x,0,1.6136625999351963,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-150,z,24,3,99,3,,,,,401.1713891000254,,401.1581404999597,401.1713891000254,402.1704253000207,402.1704253000207,402.1704253000207,402.1704253000207,402.1870552999899,403.16953489999287,403.16953489999287,404.70282469992526,z,1,1.5167259000008926,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-50,x,25,0,100,0,,,,,404.71802489995025,,404.70461899996735,404.71802489995025,405.71772710001096,405.71772710001096,405.71772710001096,405.71772710001096,405.71772710001096,406.7169778000098,406.7169778000098,409.94914459995925,c,0,3.2258718999801204,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
150,v,25,1,101,1,,,,,409.9640002999222,,409.95092099998146,409.9640002999222,410.9632581999758,410.9632581999758,410.9632581999758,410.9632581999758,410.9632581999758,411.963451199932,411.963451199932,413.7793685999932,v,1,1.801448000012897,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
50,c,25,2,102,2,,,,,413.79428759997245,,413.7811381999636,413.79428759997245,414.7935156999156,414.7935156999156,414.7935156999156,414.7935156999156,414.7935156999156,415.79269279993605,415.79269279993605,417.5426502999617,x,0,1.7324418999487534,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-150,z,25,3,103,3,,,,,417.55783629999496,,417.54454869998153,417.55783629999496,418.55716099997517,418.55716099997517,418.55716099997517,418.55716099997517,418.55716099997517,419.55622729996685,419.55622729996685,421.5725056999363,z,1,2.01367990009021,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-50,x,26,0,104,0,,,,,421.5875394999748,,421.57436859991867,421.5875394999748,422.58720930002164,422.58720930002164,422.58720930002164,422.58720930002164,422.58720930002164,423.58629100001417,423.58629100001417,425.28610409994144,c,0,1.6866578999906778,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
150,v,26,1,105,1,,,,,425.30158680002205,,425.2875305999769,425.30158680002205,426.30078389996197,426.30078389996197,426.30078389996197,426.30078389996197,426.30078389996197,427.2997460999759,427.2997460999759,429.34938859997783,v,1,2.0362012999830768,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
50,c,26,2,106,2,,,,,429.3645349999424,,429.351412500022,429.3645349999424,430.3644007999683,430.3644007999683,430.3644007999683,430.3644007999683,430.3644007999683,431.36324360000435,431.36324360000435,432.8124360999791,x,0,1.4377485000295565,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-150,z,26,3,107,3,,,,,432.82826610002667,,432.8137348999735,432.82826610002667,433.82780019997153,433.82780019997153,433.82780019997153,433.82780019997153,433.82780019997153,434.82698879996315,434.82698879996315,436.67696790001355,z,1,1.8428969000233337,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-50,x,27,0,108,0,,,,,436.6919701999286,,436.6787777999416,436.6919701999286,437.6913961999817,437.6913961999817,437.6913961999817,437.6913961999817,437.6913961999817,438.69055309996475,438.69055309996475,440.92360290000215,c,0,2.225948700099252,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
150,v,27,1,109,1,,,,,440.93851459992584,,440.925646699965,440.93851459992584,441.9379648999311,441.9379648999311,441.9379648999311,441.9379648999311,441.9379648999311,442.9369545999216,442.9369545999216,444.7037963999901,v,1,1.7532462999224663,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
50,c,27,2,110,2,,,,,444.7186610000208,,444.70558589999564,444.7186610000208,445.71815329999663,445.71815329999663,445.71815329999663,445.71815329999663,445.71815329999663,446.7175197999459,446.7175197999459,448.0512254999485,x,0,1.3301144000142813,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
