pos,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,fixation.stopped,line1.started,line2.started,line3.started,line4.started,probe.started,key_resp.started,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,routine_2.started,Fixation.started,Line1.started,Line2.started,Line3.started,Line4.started,Fixation.stopped,Probe.started,key_resp_2.started,routine_2.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
150,v,4,1,17,1,,,,,49.37550870003179,,49.35935550008435,49.37550870003179,50.37146140006371,50.37146140006371,50.37146140006371,50.37146140006371,50.37146140006371,51.371056300005876,51.371056300005876,52.205406000022776,v,1,0.826547299977392,None,,,,,,,,,,,,,,,412268,001,2024-10-17_15h12.24.093,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 15h12.33.330705 +0530,
50,c,4,2,18,2,,,,,52.223197899991646,,52.207166900043376,52.223197899991646,53.219661300070584,53.205677399993874,53.205677399993874,53.205677399993874,53.205677399993874,54.21830619999673,54.21830619999673,54.98627110000234,c,1,0.7566176000982523,None,,,,,,,,,,,,,,,412268,001,2024-10-17_15h12.24.093,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 15h12.33.330705 +0530,
-150,z,4,3,19,3,,,,,55.00439750007354,,54.98800640006084,55.00439750007354,56.01714810007252,55.986609300016426,55.986609300016426,55.986609300016426,55.986609300016426,56.99968960008118,56.99968960008118,57.767647800035775,z,1,0.7545936999376863,None,,,,,,,,,,,,,,,412268,001,2024-10-17_15h12.24.093,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 15h12.33.330705 +0530,
-50,x,5,0,20,0,,,,,57.78516229998786,,57.7694265000755,57.78516229998786,58.781441000057384,58.7679036000045,58.7679036000045,58.7679036000045,58.7679036000045,59.780471900012344,59.780471900012344,60.58163540007081,x,1,0.7842613999964669,None,,,,,,,,,,,,,,,412268,001,2024-10-17_15h12.24.093,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 15h12.33.330705 +0530,
150,v,5,1,21,1,,,,,60.59969709999859,,60.5833901000442,60.59969709999859,61.59585749998223,61.582049300079234,61.582049300079234,61.582049300079234,61.582049300079234,62.5950487999944,62.5950487999944,63.42931680008769,v,1,0.8262258999748155,None,,,,,,,,,,,,,,,412268,001,2024-10-17_15h12.24.093,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 15h12.33.330705 +0530,
50,c,5,2,22,2,,,,,63.447488000034355,,63.43105620006099,63.447488000034355,64.46025840006769,64.42959319998045,64.42959319998045,64.42959319998045,64.42959319998045,65.44287150003947,65.44287150003947,66.79344889998902,c,1,1.3435826000059023,None,,,,,,,,,,,,,,,412268,001,2024-10-17_15h12.24.093,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 15h12.33.330705 +0530,
-150,z,5,3,23,3,,,,,66.81137470004614,,66.79524020000827,66.81137470004614,67.82402000005823,67.79370060004294,67.79370060004294,67.79370060004294,67.79370060004294,68.80666420003399,68.80666420003399,69.65795330004767,z,1,0.8457814999856055,None,,,,,,,,,,,,,,,412268,001,2024-10-17_15h12.24.093,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 15h12.33.330705 +0530,
-50,x,6,0,24,0,,,,,69.67544580006506,,69.65973000007216,69.67544580006506,70.67158740002196,70.67158740002196,70.67158740002196,70.67158740002196,70.67158740002196,71.67087460006587,71.67087460006587,72.3720288000768,x,1,0.6870292000239715,None,,,,,,,,,,,,,,,412268,001,2024-10-17_15h12.24.093,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 15h12.33.330705 +0530,
150,v,6,1,25,1,,,,,72.38987960002851,,72.3737914999947,72.38987960002851,73.38636570004746,73.37224100006279,73.37224100006279,73.37224100006279,73.37224100006279,74.38546520005912,74.38546520005912,75.20305720006581,v,1,0.8141349999932572,None,,,,,,,,,,,,,,,412268,001,2024-10-17_15h12.24.093,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 15h12.33.330705 +0530,
50,c,6,2,26,2,,,,,75.22083000000566,,75.2048664999893,75.22083000000566,76.21700910001528,76.20382870000321,76.20382870000321,76.20382870000321,76.20382870000321,77.21630910004023,77.21630910004023,78.05112289998215,c,1,0.8183090999955311,None,,,,,,,,,,,,,,,412268,001,2024-10-17_15h12.24.093,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 15h12.33.330705 +0530,
-150,z,6,3,27,3,,,,,78.06863019999582,,78.0529278999893,78.06863019999582,79.06470039999112,79.06470039999112,79.06470039999112,79.06470039999112,79.06470039999112,80.06390280008782,80.06390280008782,80.96494850004092,z,1,0.892920000012964,None,,,,,,,,,,,,,,,412268,001,2024-10-17_15h12.24.093,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 15h12.33.330705 +0530,
