image,orientation,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Greeting.started,greeting1.started,key_resp.started,Greeting.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,fixation.started,response.started,fixation.stopped,logos.started,trial.stopped,response.keys,response.corr,response.rt,response.duration,thanks.started,thankyou.started,thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
CN 2,100,right,1,9,27,12,51.091898299753666,,,,,,,,,51.0740300999023,51.091898299753666,51.091898299753666,51.60342729976401,52.08659640001133,52.62121339980513,right,1,1.5150326997973025,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
UF 3,90,right,1,10,28,16,52.642664699815214,,,,,,,,,52.62222580006346,52.642664699815214,52.642664699815214,53.152146299835294,53.635421299841255,54.97007409995422,right,1,2.3243777002207935,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
twitter 1,0,left,1,11,29,3,54.99429029971361,,,,,,,,,54.9716149000451,54.99429029971361,54.99429029971361,55.50033079972491,55.983470799867064,56.551960200071335,right,0,1.5546589000150561,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
google 2,40,right,1,12,30,9,56.57480719964951,,,,,,,,,56.553227399941534,56.57480719964951,56.57480719964951,57.08207549992949,57.565475299954414,58.28311700001359,right,1,1.7026345003396273,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
twitch 2,120,right,1,13,31,13,58.30384749965742,,,,,,,,,58.28413249971345,58.30384749965742,58.30384749965742,58.81411639973521,59.29744559992105,59.73170239990577,left,0,1.4160079997964203,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
google 1,0,left,1,14,32,2,59.75585379963741,,,,,,,,,59.73280890006572,59.75585379963741,59.75585379963741,60.26308689964935,60.74625579966232,61.164360399823636,right,0,1.3975802999921143,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
adidas 2,0,right,1,15,33,7,61.18520209984854,,,,,,,,,61.1655194000341,61.18520209984854,61.18520209984854,61.69513659970835,62.17833280004561,63.81230379967019,left,0,2.6217384999617934,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
fb 2,20,right,1,16,34,8,63.835127299651504,,,,,,,,,63.813374700024724,63.835127299651504,63.835127299651504,64.34291649982333,64.82617319980636,65.67728339973837,right,1,1.830394999589771,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
fb 1,0,left,1,17,35,1,65.70280369976535,,,,,,,,,65.67833469994366,65.70280369976535,65.70280369976535,66.20803719991818,66.69140909984708,67.2763958000578,left,1,1.5705881998874247,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
google 2,40,right,2,0,36,9,67.29885450005531,,,,,,,,,67.27753159962595,67.29885450005531,67.29885450005531,67.80673219962046,68.28999399999157,69.32453810004517,right,1,2.0212734998203814,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
twitter 2,60,right,2,1,37,10,69.34639159962535,,,,,,,,,69.32559629995376,69.34639159962535,69.34639159962535,69.85510879987851,70.33823339967057,70.99004879966378,right,1,1.6371850003488362,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
UF 2,140,right,2,2,38,15,71.01500310003757,,,,,,,,,70.9911139998585,71.01500310003757,71.01500310003757,71.52021109964699,72.00374919967726,72.57232069969177,right,1,1.5550195001997054,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
twitch 1,0,left,2,3,39,6,72.59755609976128,,,,,,,,,72.57377909962088,72.59755609976128,72.59755609976128,73.10232359962538,73.585666900035,74.20350159984082,left,1,1.5967736998572946,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
twitch 2,120,right,2,4,40,13,74.22544849989936,,,,,,,,,74.20448759989813,74.22544849989936,74.22544849989936,74.73435939988121,75.21742319967598,76.3855246999301,right,1,2.1548291998915374,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
ig 2,80,right,2,5,41,11,76.4056954998523,,,,,,,,,76.38655749987811,76.4056954998523,76.4056954998523,76.91588639980182,77.39919429970905,78.08371859975159,right,1,1.6732668997719884,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
ig 1,0,left,2,6,42,4,78.10472399974242,,,,,,,,,78.08536769961938,78.10472399974242,78.10472399974242,78.61461689975113,79.09778389986604,79.73175469972193,left,1,1.6099799000658095,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
fb 1,0,left,2,7,43,1,79.75757839996368,,,,,,,,,79.73278319975361,79.75757839996368,79.75757839996368,80.26291120005772,80.74650829983875,81.29873949987814,left,1,1.5387268997728825,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
twitter 1,0,left,2,8,44,3,81.32189599983394,,,,,,,,,81.29998279968277,81.32189599983394,81.32189599983394,81.82844959991053,82.31171029992402,83.7295556999743,left,1,2.400664399843663,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
google 1,0,left,2,9,45,2,83.75740179978311,,,,,,,,,83.73131150007248,83.75740179978311,83.75740179978311,84.25968199968338,84.74317639973015,85.16118719987571,left,1,1.399036900140345,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
UF 4,10,right,2,10,46,17,85.18223399994895,,,,,,,,,85.16239780001342,85.18223399994895,85.18223399994895,85.69190169963986,86.17531610000879,87.00970729999244,right,1,1.8121617999859154,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
UF 1,0,left,2,11,47,14,87.03434420004487,,,,,,,,,87.01091499999166,87.03434420004487,87.03434420004487,87.54046589974314,88.02376669971272,89.42413679976016,left,1,2.377450100146234,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
CN 1,0,left,2,12,48,5,89.44509939989075,,,,,,,,,89.4254843997769,89.44509939989075,89.44509939989075,89.95492920000106,90.43836949998513,90.93945979978889,left,1,1.484127499628812,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
fb 2,20,right,2,13,49,8,90.96183389984071,,,,,,,,,90.94055279996246,90.96183389984071,90.96183389984071,91.47054379992187,91.95388299971819,92.3717755000107,left,0,1.4014727999456227,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
adidas 2,0,right,2,14,50,7,92.39344949973747,,,,,,,,,92.37279090005904,92.39344949973747,92.39344949973747,92.90259429998696,93.38599450001493,93.70411169994622,right,1,1.303491000086069,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
CN 2,100,right,2,15,51,12,93.7230851999484,,,,,,,,,93.7059965999797,93.7230851999484,93.7230851999484,94.23486959980801,94.71821419987828,95.3528770999983,left,0,1.6174804996699095,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
adidas 1,0,left,2,16,52,0,95.37177519965917,,,,,,,,,95.35396159999073,95.37177519965917,95.37177519965917,95.88375009968877,96.36679079988971,97.1013378999196,left,1,1.7185166999697685,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
UF 3,90,right,2,17,53,16,97.12288339994848,,,,,,,,,97.10278429975733,97.12288339994848,97.12288339994848,97.63209109986201,98.11532089998946,99.51605359977111,right,1,2.3848767997696996,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
adidas 1,0,left,3,0,54,0,99.53392859967425,,,,,,,,,99.5173229998909,99.53392859967425,99.53392859967425,100.04673739988357,100.53008920000866,101.14772429969162,left,1,1.6023905999027193,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
UF 1,0,left,3,1,55,14,101.17185309994966,,,,,,,,,101.14879309991375,101.17185309994966,101.17185309994966,101.67891289992258,102.16201459988952,102.43148309970275,right,0,1.2570767002180219,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
ig 1,0,left,3,2,56,4,102.45343389967456,,,,,,,,,102.43265819968656,102.45343389967456,102.45343389967456,102.96092459978536,103.44436069997028,104.27848410001025,left,1,1.8088612998835742,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
UF 2,140,right,3,3,57,15,104.30315749999136,,,,,,,,,104.27953139971942,104.30315749999136,104.30315749999136,104.80960209993646,105.29261059965938,105.71103869983926,left,0,1.3922322997823358,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
twitch 1,0,left,3,4,58,6,105.73426339961588,,,,,,,,,105.71230549970642,105.73426339961588,105.73426339961588,106.24167769961059,106.72504050005227,107.09298559976742,right,0,1.3560839998535812,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
fb 1,0,left,3,5,59,1,107.11750349961221,,,,,,,,,107.09391879988834,107.11750349961221,107.11750349961221,107.62375389970839,108.10707119992003,108.92477469984442,left,1,1.79789450019598,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
twitch 2,120,right,3,6,60,13,108.94620199967176,,,,,,,,,108.92582369968295,108.94620199967176,108.94620199967176,109.45563059998676,109.93899629963562,110.72384670004249,right,1,1.7645780998282135,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
google 1,0,left,3,7,61,2,110.74903990002349,,,,,,,,,110.72555950004607,110.74903990002349,110.74903990002349,111.25422979984432,111.7388198999688,112.0387340998277,right,0,1.2725507002323866,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
CN 2,100,right,3,8,62,12,112.05720359971747,,,,,,,,,112.04008289985359,112.05720359971747,112.05720359971747,112.56975229969248,113.05303750000894,113.38774719974026,left,0,1.3179739001207054,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
UF 4,10,right,3,9,63,17,113.40904299961403,,,,,,,,,113.38936869986355,113.40904299961403,113.40904299961403,113.9185289000161,114.40181009983644,114.7198673998937,right,1,1.300844999961555,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
CN 1,0,left,3,10,64,5,114.74159349966794,,,,,,,,,114.72090950002894,114.74159349966794,114.74159349966794,115.25080679962412,115.73400779999793,116.05269319983199,left,1,1.3048324999399483,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
ig 2,80,right,3,11,65,11,116.07244519982487,,,,,,,,,116.0537562998943,116.07244519982487,116.07244519982487,116.58295199973509,117.06639399984851,117.35111969988793,right,1,1.2616318999789655,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
twitter 2,60,right,3,12,66,10,117.37209429964423,,,,,,,,,117.352510899771,117.37209429964423,117.37209429964423,117.88199489982799,118.36528899986297,119.38326959963888,right,1,2.002650000154972,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
UF 3,90,right,3,13,67,16,119.4046152997762,,,,,,,,,119.38448429992422,119.4046152997762,119.4046152997762,119.9136065999046,120.39692059997469,121.11477959994227,left,0,1.70054450025782,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
adidas 2,0,right,3,14,68,7,121.13573119975626,,,,,,,,,121.11585199972615,121.13573119975626,121.13573119975626,121.64545839978382,122.12872669985518,122.5801454000175,right,1,1.436740499921143,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
fb 2,20,right,3,15,69,8,122.60302429972216,,,,,,,,,122.58119269972667,122.60302429972216,122.60302429972216,123.11094309994951,123.59437529975548,124.8446887996979,right,1,2.2349093998782337,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
twitter 1,0,left,3,16,70,3,124.86829979997128,,,,,,,,,124.84566519968212,124.86829979997128,124.86829979997128,125.37566849961877,125.85915979975834,126.87690609972924,left,1,2.0045047998428345,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
google 2,40,right,3,17,71,9,126.89885949995369,,,,,,,,,126.87793819978833,126.89885949995369,126.89885949995369,127.4075082000345,127.89053019974381,128.82530819997191,left,0,1.9195943996310234,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
CN 1,0,left,4,0,72,5,128.84648479986936,,,,,,,,,128.82657040003687,128.84648479986936,128.84648479986936,129.35578009998426,129.83909069979563,130.87354379985482,left,1,2.0220272997394204,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
UF 2,140,right,4,1,73,15,130.89788189996034,,,,,,,,,130.87485129991546,130.89788189996034,130.89788189996034,131.40416479995474,131.88735949993134,133.75443339999765,right,1,2.850926000159234,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
twitter 2,60,right,4,2,74,10,133.7743007997051,,,,,,,,,133.75548069970682,133.7743007997051,133.7743007997051,134.2851491998881,134.76845419965684,135.95234399987385,left,0,2.1611604001373053,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
fb 2,20,right,4,3,75,8,135.97443579975516,,,,,,,,,135.9533727997914,135.97443579975516,135.97443579975516,136.4831762998365,136.96656559966505,137.63428679993376,right,1,1.6481467001140118,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
ig 2,80,right,4,4,76,11,137.65463929995894,,,,,,,,,137.6353727998212,137.65463929995894,137.65463929995894,138.1649172999896,138.64847479993477,139.41677139978856,left,0,1.7594232000410557,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
adidas 1,0,left,4,5,77,0,139.4355343999341,,,,,,,,,139.41784119978547,139.4355343999341,139.4355343999341,139.9470652998425,140.43031309964135,140.9982449999079,left,1,1.5458697001449764,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
UF 4,10,right,4,6,78,17,141.01874009985477,,,,,,,,,140.99926429986954,141.01874009985477,141.01874009985477,141.52911289967597,142.01232229964808,142.54710639966652,right,1,1.519209099933505,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
twitter 1,0,left,4,7,79,3,142.569521300029,,,,,,,,,142.5485594999045,142.569521300029,142.569521300029,143.07779520004988,143.56106079975143,143.82924130000174,left,1,1.2512147999368608,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
google 2,40,right,4,8,80,9,143.85160150006413,,,,,,,,,143.8302780999802,143.85160150006413,143.85160150006413,144.35998719977215,144.84332600003108,145.11117939976975,right,1,1.2473319000564516,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
ig 1,0,left,4,9,81,4,145.13315919972956,,,,,,,,,145.11222209967673,145.13315919972956,145.13315919972956,145.64249989995733,146.12561969971284,146.36040670005605,right,0,1.2211361001245677,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
CN 2,100,right,4,10,82,12,146.381541099865,,,,,,,,,146.36139409989119,146.381541099865,146.381541099865,146.8913048999384,147.37468810006976,147.95976789994165,left,0,1.5757105997763574,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
UF 1,0,left,4,11,83,14,147.9836483998224,,,,,,,,,147.9610301000066,147.9836483998224,147.9836483998224,148.49004289973527,148.9732526000589,149.24206049973145,right,0,1.2555534997954965,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
UF 3,90,right,4,12,84,16,149.2601584997028,,,,,,,,,149.2431306997314,149.2601584997028,149.2601584997028,149.77229319978505,150.25558879971504,151.9556829999201,left,0,2.6814460000023246,None,,,,946728,001,2024-12-04_14h55.44.076,Mental Rotation,2024.1.5,None,2024-12-04 14h55.52.205586 +0530,
