image,orientation,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Greeting.started,greeting1.started,key_resp.started,Greeting.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,fixation.started,response.started,fixation.stopped,logos.started,trial.stopped,response.keys,response.corr,response.rt,response.duration,thanks.started,thankyou.started,thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
UF 3,90,right,0,10,10,16,28.073114200029522,,,,,,,,,28.054173700045794,28.073114200029522,28.073114200029522,28.58347130008042,29.066729300189763,29.884512700140476,left,0,1.8009859998710454,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
ig 2,80,right,0,11,11,11,29.904376899823546,,,,,,,,,29.885571300052106,29.904376899823546,29.904376899823546,30.41534630022943,30.898645699955523,31.616115999873728,right,1,1.7074027000926435,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
adidas 1,0,left,0,12,12,0,31.63644739985466,,,,,,,,,31.6171875,31.63644739985466,31.63644739985466,32.14752080012113,32.63058330025524,33.89786159992218,left,1,2.251639399677515,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
twitter 1,0,left,0,13,13,3,33.920867200009525,,,,,,,,,33.89894550014287,33.920867200009525,33.920867200009525,34.42875130008906,34.911836199928075,36.862406299915165,left,1,2.932431200053543,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
google 2,40,right,0,14,14,9,36.885342500172555,,,,,,,,,36.863536700140685,36.885342500172555,36.885342500172555,37.393008099868894,37.876166000030935,38.427388600073755,right,1,1.5356808002106845,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
fb 2,20,right,0,15,15,8,38.45140849985182,,,,,,,,,38.428490300197154,38.45140849985182,38.45140849985182,38.9581319000572,39.44160379981622,40.72602970013395,left,0,2.2655012998729944,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
google 1,0,left,0,16,16,2,40.75152250006795,,,,,,,,,40.72709600022063,40.75152250006795,40.75152250006795,41.25631619989872,41.739653300028294,42.72377400007099,left,1,1.960281000006944,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
twitter 2,60,right,0,17,17,10,42.74500360013917,,,,,,,,,42.72483339998871,42.74500360013917,42.74500360013917,43.254612300079316,43.73800989985466,44.53989760018885,left,0,1.792096700053662,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
UF 4,10,right,1,0,18,17,44.56442190008238,,,,,,,,,44.541161300148815,44.56442190008238,44.56442190008238,45.0700085000135,45.5531163001433,47.03766820020974,right,1,2.4669248000718653,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
twitch 2,120,right,1,1,19,13,47.060133500024676,,,,,,,,,47.03909259987995,47.060133500024676,47.060133500024676,47.56782650016248,48.051033600233495,48.63568599987775,left,0,1.5687990998849273,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
adidas 2,0,right,1,2,20,7,48.657380000222474,,,,,,,,,48.63671729993075,48.657380000222474,48.657380000222474,49.1665277001448,49.649755199905485,50.367945100180805,left,0,1.6966273998841643,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
twitter 1,0,left,1,3,21,3,50.391449599992484,,,,,,,,,50.36916180001572,50.391449599992484,50.391449599992484,50.89825490023941,51.381618599873036,52.24957869993523,left,1,1.8473314000293612,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
twitch 1,0,left,1,4,22,6,52.275000100024045,,,,,,,,,52.250748299993575,52.275000100024045,52.275000100024045,52.78019730001688,53.263465399853885,53.98110060021281,left,1,1.694333600345999,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
UF 1,0,left,1,5,23,14,54.00684980023652,,,,,,,,,53.98243260011077,54.00684980023652,54.00684980023652,54.51212040008977,54.995309200137854,57.46152260014787,right,0,3.4493273999542,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
fb 2,20,right,1,6,24,8,57.48477429989725,,,,,,,,,57.46260440023616,57.48477429989725,57.48477429989725,57.99246370000765,58.47597330017015,59.060565299820155,left,0,1.5708884000778198,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
adidas 1,0,left,1,7,25,0,59.08021889999509,,,,,,,,,59.06176460022107,59.08021889999509,59.08021889999509,59.59119170019403,60.074496999848634,60.775981300044805,left,1,1.6845144000835717,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
ig 1,0,left,1,8,26,4,60.798967900220305,,,,,,,,,60.777071400079876,60.798967900220305,60.798967900220305,61.30661559989676,61.78954289993271,62.408176499884576,left,1,1.6063525998033583,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
CN 1,0,left,1,9,27,5,62.429235599935055,,,,,,,,,62.409237400162965,62.429235599935055,62.429235599935055,62.938367600087076,63.4217348000966,64.18957490008324,left,1,1.7428668001666665,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
google 2,40,right,1,10,28,9,64.20941280014813,,,,,,,,,64.1908231000416,64.20941280014813,64.20941280014813,64.7203232999891,65.20362040027976,65.90439180005342,left,0,1.6784833003766835,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
twitter 2,60,right,1,11,29,10,65.92677070014179,,,,,,,,,65.90545130008832,65.92677070014179,65.92677070014179,66.43540420010686,66.91889790026471,67.48690070025623,right,1,1.5446012001484632,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
google 1,0,left,1,12,30,2,67.51294759986922,,,,,,,,,67.4881445998326,67.51294759986922,67.51294759986922,68.0176364001818,68.50088480021805,69.4518793001771,left,1,1.922668999992311,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
fb 1,0,left,1,13,31,1,69.47809590026736,,,,,,,,,69.45319439982995,69.47809590026736,69.47809590026736,69.98258339986205,70.46588040003553,71.5004396000877,left,1,2.015441299881786,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
ig 2,80,right,1,14,32,11,71.52135120006278,,,,,,,,,71.50150240026414,71.52135120006278,71.52135120006278,72.03078670008108,72.5141346999444,73.265662800055,right,1,1.7299241996370256,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
UF 2,140,right,1,15,33,15,73.2915388001129,,,,,,,,,73.26710310019553,73.2915388001129,73.2915388001129,73.79607449984178,74.27916490007192,76.42903719982132,right,1,3.121347200125456,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
UF 3,90,right,1,16,34,16,76.44988179998472,,,,,,,,,76.43004730017856,76.44988179998472,76.44988179998472,76.96031229989603,77.44343560002744,78.82804610021412,right,1,2.3760398998856544,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
CN 2,100,right,1,17,35,12,78.84829840017483,,,,,,,,,78.82950490014628,78.84829840017483,78.84829840017483,79.35815489990637,79.84151240019128,81.20896029984578,right,1,2.349209100008011,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
UF 2,140,right,2,0,36,15,81.23073079995811,,,,,,,,,81.21005039988086,81.23073079995811,81.23073079995811,81.73973130015656,82.22263820003718,82.65788839990273,right,1,1.4186964998953044,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
CN 1,0,left,2,1,37,5,82.67992960009724,,,,,,,,,82.65911660017446,82.67992960009724,82.67992960009724,83.18832620000467,83.6715591000393,84.30657309992239,left,1,1.620156199671328,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
CN 2,100,right,2,2,38,12,84.32433190010488,,,,,,,,,84.30767080001533,84.32433190010488,84.32433190010488,84.83712540008128,85.32020519999787,86.25516390008852,right,1,1.924349400214851,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
UF 3,90,right,2,3,39,16,86.27646020008251,,,,,,,,,86.25660530012101,86.27646020008251,86.27646020008251,86.785330099985,87.26849769987166,88.35266750026494,left,0,2.0727556003257632,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
twitter 2,60,right,2,4,40,10,88.37339279986918,,,,,,,,,88.35371420020238,88.37339279986918,88.37339279986918,88.88387419981882,89.36683990014717,90.86726339999586,right,1,2.4828877998515964,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
google 2,40,right,2,5,41,9,90.89057180006057,,,,,,,,,90.86830830015242,90.89057180006057,90.89057180006057,91.39829010004178,91.88151620002463,92.56702920002863,left,0,1.6738864998333156,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
adidas 2,0,right,2,6,42,7,92.58891189983115,,,,,,,,,92.56817999994382,92.58891189983115,92.58891189983115,93.09692159993574,93.58005920005962,94.13164529995993,left,0,1.5258316001854837,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
google 1,0,left,2,7,43,2,94.15714399982244,,,,,,,,,94.13302899990231,94.15714399982244,94.15714399982244,94.6620435998775,95.14552830019966,95.5967720001936,left,1,1.4225413003005087,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
fb 1,0,left,2,8,44,1,95.62350190011784,,,,,,,,,95.59786029998213,95.62350190011784,95.62350190011784,96.12763540027663,96.61103879986331,97.34563319990411,left,1,1.706502899993211,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
fb 2,20,right,2,9,45,8,97.37039100006223,,,,,,,,,97.34670659992844,97.37039100006223,97.37039100006223,97.8762834998779,98.3593913000077,99.07711180020124,right,1,1.6993385995738208,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
twitter 1,0,left,2,10,46,3,99.10191400023177,,,,,,,,,99.0782229998149,99.10191400023177,99.10191400023177,99.60805759998038,100.0915582999587,101.19310100004077,left,1,2.0890567996539176,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
adidas 1,0,left,2,11,47,0,101.21182209998369,,,,,,,,,101.19481100002304,101.21182209998369,101.21182209998369,101.72330360021442,102.20611170027405,102.80724660027772,left,1,1.5875106998719275,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
twitch 1,0,left,2,12,48,6,102.83321390021592,,,,,,,,,102.80832049995661,102.83321390021592,102.83321390021592,103.33861370012164,103.8217315999791,104.95553519995883,left,1,2.1171305999159813,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
ig 2,80,right,2,13,49,11,104.97544099995866,,,,,,,,,104.95669930009171,104.97544099995866,104.97544099995866,105.48652559984475,105.96989190019667,106.58765790006146,right,1,1.6026801001280546,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
UF 1,0,left,2,14,50,14,106.61126130027696,,,,,,,,,106.58867319999263,106.61126130027696,106.61126130027696,107.11859459988773,107.60194109985605,108.96962019987404,left,1,2.3531765998341143,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
ig 1,0,left,2,15,51,4,108.99200320011005,,,,,,,,,108.97081630025059,108.99200320011005,108.99200320011005,109.49998679989949,109.98312730016187,111.38344749994576,left,1,2.3770085996948183,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
twitch 2,120,right,2,16,52,13,111.40519980015233,,,,,,,,,111.38446839991957,111.40519980015233,111.40519980015233,111.91459950013086,112.39772529993206,113.13265299983323,left,0,1.7193610002286732,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
UF 4,10,right,2,17,53,17,113.15747829992324,,,,,,,,,113.13421390019357,113.15747829992324,113.15747829992324,113.66312489984557,114.14634250011295,115.36441509984434,right,1,2.192761800251901,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
UF 1,0,left,3,0,54,14,115.38948310026899,,,,,,,,,115.36558109987527,115.38948310026899,115.38948310026899,115.89448060002178,116.37796249985695,117.16223310027272,left,1,1.7606544997543097,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
twitter 1,0,left,3,1,55,3,117.17848849995062,,,,,,,,,117.16304579982534,117.17848849995062,117.17848849995062,117.69304460007697,118.17634799983352,118.8938613999635,right,0,1.7049279999919236,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
ig 1,0,left,3,2,56,4,118.91612000018358,,,,,,,,,118.8949297000654,118.91612000018358,118.91612000018358,119.4251335002482,119.90824479982257,120.85932260006666,left,1,1.9272825000807643,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
CN 2,100,right,3,3,57,12,120.87702210014686,,,,,,,,,120.86037780018523,120.87702210014686,120.87702210014686,121.38999830000103,121.8734963000752,122.45803410001099,right,1,1.5704581001773477,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
ig 2,80,right,3,4,58,11,122.47730220016092,,,,,,,,,122.45912550017238,122.47730220016092,122.47730220016092,122.9886308000423,123.47199570015073,124.33956600027159,left,0,1.8454713998362422,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
CN 1,0,left,3,5,59,5,124.36036460008472,,,,,,,,,124.34061860013753,124.36036460008472,124.36036460008472,124.87064750026911,125.35382020007819,126.33819020027295,left,1,1.9718829998746514,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
twitter 2,60,right,3,6,60,10,126.36025460017845,,,,,,,,,126.33984440006316,126.36025460017845,126.36025460017845,126.86889970023185,127.35217510024086,127.91995100025088,right,1,1.5510219000279903,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
twitch 1,0,left,3,7,61,6,127.94773110002279,,,,,,,,,127.92099160002545,127.94773110002279,127.94773110002279,128.45109459990636,128.93424070021138,129.63513940013945,left,1,1.6713652000762522,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
adidas 1,0,left,3,8,62,0,129.6548939999193,,,,,,,,,129.6361703001894,129.6548939999193,129.6548939999193,130.16626079985872,130.64934520004317,131.18392980005592,left,1,1.5218958002515137,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
twitch 2,120,right,3,9,63,13,131.2027015001513,,,,,,,,,131.1849368000403,131.2027015001513,131.2027015001513,131.71489780023694,132.1982440999709,133.3155375001952,right,1,2.0988922002725303,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
fb 1,0,left,3,10,64,1,133.34179949993268,,,,,,,,,133.31666709994897,133.34179949993268,133.34179949993268,133.84627990005538,134.32972080027685,135.2471890002489,left,1,1.896874099969864,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
UF 3,90,right,3,11,65,16,135.2699253000319,,,,,,,,,135.24821660015732,135.2699253000319,135.2699253000319,135.77806749986485,136.2615996999666,138.41234260005876,left,0,3.140651599969715,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
google 2,40,right,3,12,66,9,138.43456749990582,,,,,,,,,138.41340060019866,138.43456749990582,138.43456749990582,138.94233340024948,139.42538370005786,141.20902410009876,left,0,2.7626229003071785,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
google 1,0,left,3,13,67,2,141.23182340012863,,,,,,,,,141.21008579991758,141.23182340012863,141.23182340012863,141.7399897002615,142.2232031999156,142.90779470000416,left,1,1.6601312002167106,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
fb 2,20,right,3,14,68,8,142.9309144001454,,,,,,,,,142.90891150012612,142.9309144001454,142.9309144001454,143.4384802998975,143.92170049995184,144.70667780004442,right,1,1.7657930999994278,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
UF 2,140,right,3,15,69,15,144.73188980016857,,,,,,,,,144.70840550027788,144.73188980016857,144.73188980016857,145.23704339982942,145.72038289997727,148.17002579988912,right,1,3.4271952998824418,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
UF 4,10,right,3,16,70,17,148.18786439998075,,,,,,,,,148.17108580004424,148.18786439998075,148.18786439998075,148.7008361001499,149.18419389985502,150.73459760006517,left,0,2.540343400090933,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
adidas 2,0,right,3,17,71,7,150.75667789997533,,,,,,,,,150.7356487000361,150.75667789997533,150.75667789997533,151.2653379002586,151.74868219997734,152.46616199985147,left,0,1.6997667998075485,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
twitter 1,0,left,4,0,72,3,152.48912400007248,,,,,,,,,152.4671915001236,152.48912400007248,152.48912400007248,152.9973500999622,153.48064360022545,154.19818060006946,left,1,1.7045185002498329,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
CN 1,0,left,4,1,73,5,154.21906180027872,,,,,,,,,154.19918560003862,154.21906180027872,154.21906180027872,154.7294185999781,155.21245170012116,155.9633331000805,left,1,1.7406309000216424,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
google 1,0,left,4,2,74,2,155.9898482998833,,,,,,,,,155.96435570018366,155.9898482998833,155.9898482998833,156.4944370999001,156.97770609986037,157.5790837998502,left,1,1.5838707000948489,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
UF 3,90,right,4,3,75,16,157.6020651999861,,,,,,,,,157.58023389987648,157.6020651999861,157.6020651999861,158.10958260018378,158.59293040027842,161.1593395001255,left,0,3.5487852999940515,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
adidas 2,0,right,4,4,76,7,161.17732420004904,,,,,,,,,161.1606785999611,161.17732420004904,161.17732420004904,161.69005289999768,162.17342370003462,162.67502780025825,left,0,1.4811193998903036,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
ig 2,80,right,4,5,77,11,162.69445279985666,,,,,,,,,162.67614899994805,162.69445279985666,162.69445279985666,163.20556990010664,163.68883559992537,164.19084470020607,right,1,1.4933080999180675,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
twitter 2,60,right,4,6,78,10,164.20844449987635,,,,,,,,,164.19233720004559,164.20844449987635,164.20844449987635,164.72095730016008,165.20425039995462,165.80556889995933,right,1,1.5872849002480507,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
google 2,40,right,4,7,79,9,165.8288396000862,,,,,,,,,165.80673550022766,165.8288396000862,165.8288396000862,166.33634780021384,166.81956340000033,167.27106720022857,right,1,1.427449000068009,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
twitch 2,120,right,4,8,80,13,167.2919979998842,,,,,,,,,167.27255159989,167.2919979998842,167.2919979998842,167.80159390019253,168.2851551999338,168.90267540002242,right,1,1.6039427001960576,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
UF 2,140,right,4,9,81,15,168.9279555999674,,,,,,,,,168.90372279984877,168.9279555999674,168.9279555999674,169.43376879999414,169.91694620018825,171.251182500273,right,1,2.308439100161195,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
UF 1,0,left,4,10,82,14,171.27536670025438,,,,,,,,,171.25274050002918,171.27536670025438,171.27536670025438,171.78172500012442,172.26513580000028,173.18267000000924,left,1,1.9016808001324534,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
ig 1,0,left,4,11,83,4,173.20366490026936,,,,,,,,,173.1837387001142,173.20366490026936,173.20366490026936,173.71343260025606,174.19668829999864,174.5320469001308,left,1,1.3255274998955429,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
UF 4,10,right,4,12,84,17,174.55548259988427,,,,,,,,,174.53330200025812,174.55548259988427,174.55548259988427,175.0623663002625,175.54578199982643,176.2973555000499,right,1,1.7331419996917248,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
fb 2,20,right,4,13,85,8,176.320117500145,,,,,,,,,176.29864520020783,176.320117500145,176.320117500145,176.82762760017067,177.31097420025617,178.14513939991593,left,0,1.807850900106132,None,,,,4,001,2024-12-04_16h03.32.484,Mental Rotation,2024.1.5,None,2024-12-04 16h03.46.195335 +0530,
