image,orientation,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Greeting.started,greeting1.started,key_resp.started,Greeting.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,fixation.started,response.started,fixation.stopped,logos.started,trial.stopped,response.keys,response.corr,response.rt,response.duration,thanks.started,thankyou.started,thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
adidas 1,0,left,0,9,9,0,28.04147379985079,,,,,,,,,28.0239069997333,28.04147379985079,28.04147379985079,28.553391799796373,29.036637200042605,29.737712599802762,left,1,1.6801662999205291,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
UF 2,140,right,0,10,10,15,29.76229379978031,,,,,,,,,29.73889909964055,29.76229379978031,29.76229379978031,30.268646799959242,30.751730399671942,31.253649499733,left,0,1.4851249000057578,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
UF 3,90,right,0,11,11,16,31.27703160000965,,,,,,,,,31.25470729963854,31.27703160000965,31.27703160000965,31.784046599641442,32.26726939994842,33.21800709981471,left,0,1.9249482001177967,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
ig 1,0,left,0,12,12,4,33.240526400040835,,,,,,,,,33.21907289978117,33.240526400040835,33.240526400040835,33.74917159974575,34.23243419965729,34.66677649971098,left,1,1.4183150003664196,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
twitter 1,0,left,0,13,13,3,34.68991079973057,,,,,,,,,34.66780039994046,34.68991079973057,34.68991079973057,35.197914300020784,35.68113519996405,36.74858789984137,left,1,2.0466508995741606,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
twitch 2,120,right,0,14,14,13,36.77082439977676,,,,,,,,,36.74992570001632,36.77082439977676,36.77082439977676,37.27964249998331,37.762701199855655,38.56416259985417,right,1,1.782970399595797,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
twitter 2,60,right,0,15,15,10,38.58492279984057,,,,,,,,,38.565222799777985,38.58492279984057,38.58492279984057,39.09469479974359,39.5781013998203,40.12927489960566,right,1,1.527611100114882,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
UF 1,0,left,0,16,16,14,40.15271950000897,,,,,,,,,40.13033139985055,40.15271950000897,40.15271950000897,40.66009459970519,41.14339179964736,42.62771129980683,left,1,2.4652722999453545,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
fb 1,0,left,0,17,17,1,42.65230309963226,,,,,,,,,42.6291135000065,42.65230309963226,42.65230309963226,43.15787209989503,43.64142740005627,44.5252050999552,left,1,1.8558559999801219,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
google 2,40,right,1,0,18,9,44.54697059979662,,,,,,,,,44.52630120003596,44.54697059979662,44.54697059979662,45.05634569982067,45.539742699824274,46.207579399924725,right,1,1.6579408003017306,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
UF 3,90,right,1,1,19,16,46.23344689980149,,,,,,,,,46.208605799824,46.23344689980149,46.23344689980149,46.738463199697435,47.22159709967673,48.30613899976015,left,0,2.0672297002747655,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
ig 1,0,left,1,2,20,4,48.328351699747145,,,,,,,,,48.30739879980683,48.328351699747145,48.328351699747145,48.83655439969152,49.320031399838626,50.82027579983696,right,0,2.484104400034994,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
fb 1,0,left,1,3,21,1,50.8454360999167,,,,,,,,,50.82128329994157,50.8454360999167,50.8454360999167,51.35108709987253,51.834470899775624,52.90183089999482,left,1,2.0477952999062836,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
UF 4,10,right,1,4,22,17,52.923953499644995,,,,,,,,,52.90287379967049,52.923953499644995,52.923953499644995,53.43287569982931,53.9161904999055,54.500926199834794,left,0,1.5611457000486553,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
UF 2,140,right,1,5,23,15,54.52658479986712,,,,,,,,,54.50226889969781,54.52658479986712,54.52658479986712,55.0314643997699,55.51491429982707,56.848330799955875,left,0,2.315687299706042,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
twitch 2,120,right,1,6,24,13,56.86878559971228,,,,,,,,,56.849367399699986,56.86878559971228,56.86878559971228,57.37957159988582,57.86292300000787,58.38098050002009,right,1,1.4974426999688148,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
fb 2,20,right,1,7,25,8,58.403499600011855,,,,,,,,,58.3822882999666,58.403499600011855,58.403499600011855,58.91164009971544,59.39500389993191,60.045869200024754,left,0,1.6341134998947382,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
twitter 2,60,right,1,8,26,10,60.06627029972151,,,,,,,,,60.04692489979789,60.06627029972151,60.06627029972151,60.577108199708164,61.06027429969981,61.81126789981499,right,1,1.7388018001802266,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
ig 2,80,right,1,9,27,11,61.83150819968432,,,,,,,,,61.81226269993931,61.83150819968432,61.83150819968432,62.34206399973482,62.82540209963918,64.09248939994723,right,1,2.251999500207603,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
twitch 1,0,left,1,10,28,6,64.11798219988123,,,,,,,,,64.0935631999746,64.11798219988123,64.11798219988123,64.62364719994366,65.10684809973463,65.80835669999942,left,1,1.6833051000721753,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
google 1,0,left,1,11,29,2,65.83285459969193,,,,,,,,,65.80941989971325,65.83285459969193,65.83285459969193,66.3387261996977,66.82219849992543,67.52422619983554,left,1,1.6881483001634479,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
twitter 1,0,left,1,12,30,3,67.54665119992569,,,,,,,,,67.52565500000492,67.54665119992569,67.54665119992569,68.05407830001786,68.53732359968126,69.05529939988628,left,1,1.4924412998370826,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
CN 2,100,right,1,13,31,12,69.0733117996715,,,,,,,,,69.05637419968843,69.0733117996715,69.0733117996715,69.5862519997172,70.06948019983247,71.12002429971471,right,1,2.039903699886054,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
adidas 2,0,right,1,14,32,7,71.13713249983266,,,,,,,,,71.12098799971864,71.13713249983266,71.13713249983266,71.65110090002418,72.1343880998902,72.93526439974084,left,0,1.7842034995555878,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
UF 1,0,left,1,15,33,14,72.96084949979559,,,,,,,,,72.93628619983792,72.96084949979559,72.96084949979559,73.46635789982975,73.949575799983,74.9004645999521,left,1,1.9271265999414027,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
adidas 1,0,left,1,16,34,0,74.91961349966004,,,,,,,,,74.90150369983166,74.91961349966004,74.91961349966004,75.43130389973521,75.91452409978956,77.19857089966536,left,1,2.26691609993577,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
CN 1,0,left,1,17,35,5,77.2199609996751,,,,,,,,,77.1996299000457,77.2199609996751,77.2199609996751,77.72928339987993,78.21266279974952,78.73180589964613,left,1,1.5083182998932898,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
fb 1,0,left,2,0,36,1,78.75874949991703,,,,,,,,,78.73299559997395,78.75874949991703,78.75874949991703,79.26138949999586,79.74488449981436,80.21283969981596,left,1,1.4471215000376105,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
google 1,0,left,2,1,37,2,80.23928319988772,,,,,,,,,80.21410049963742,80.23928319988772,80.23928319988772,80.74360719975084,81.22668739967048,81.6951953000389,left,1,1.4396321000531316,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
ig 2,80,right,2,2,38,11,81.71571329981089,,,,,,,,,81.6963038998656,81.71571329981089,81.71571329981089,82.22573649976403,82.708946199622,83.4103643996641,right,1,1.6803896999917924,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
UF 4,10,right,2,3,39,17,83.43382139969617,,,,,,,,,83.41163779981434,83.43382139969617,83.43382139969617,83.94092509988695,84.42415319988504,84.94211949966848,right,1,1.5021011997014284,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
CN 1,0,left,2,4,40,5,84.96279189968482,,,,,,,,,84.94315099995583,84.96279189968482,84.96279189968482,85.47288289992139,85.95654429960996,86.8749289996922,left,1,1.9097536001354456,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
google 2,40,right,2,5,41,9,86.896913100034,,,,,,,,,86.87603059969842,86.896913100034,86.896913100034,87.40479729976505,87.88799259997904,89.22190759982914,left,0,2.3163720997981727,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
UF 2,140,right,2,6,42,15,89.2461023000069,,,,,,,,,89.22335590003058,89.2461023000069,89.2461023000069,89.75285299960524,90.23631119960919,91.18722919980064,right,1,1.9338835999369621,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
ig 1,0,left,2,7,43,4,91.20931719988585,,,,,,,,,91.18830389995128,91.20931719988585,91.20931719988585,91.71765869995579,92.20106019964442,92.9023976996541,left,1,1.6891732001677155,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
UF 1,0,left,2,8,44,14,92.92690169997513,,,,,,,,,92.90347479982302,92.92690169997513,92.92690169997513,93.43310309993103,93.91647639963776,94.73450929997489,left,1,1.8011847999878228,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
twitch 1,0,left,2,9,45,6,94.76089839963242,,,,,,,,,94.73559629963711,94.76089839963242,94.76089839963242,95.26487719966099,95.74819559976459,96.64916109992191,right,0,1.8759135003201663,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
CN 2,100,right,2,10,46,12,96.66883309977129,,,,,,,,,96.65040369983763,96.66883309977129,96.66883309977129,97.18015299970284,97.66317919967696,98.24813449988142,left,0,1.576783400028944,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
adidas 1,0,left,2,11,47,0,98.26656579971313,,,,,,,,,98.2491688998416,98.26656579971313,98.26656579971313,98.778649199754,99.26174309989437,100.49556219996884,left,1,2.211882400326431,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
twitch 2,120,right,2,12,48,13,100.51756929978728,,,,,,,,,100.49661679985002,100.51756929978728,100.51756929978728,101.02683149976656,101.51009249966592,102.39446029998362,right,1,1.8597143995575607,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
twitter 1,0,left,2,13,49,3,102.4188759997487,,,,,,,,,102.3957082000561,102.4188759997487,102.4188759997487,102.9252158999443,103.40853859996423,104.20942689990625,left,1,1.7774616000242531,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
adidas 2,0,right,2,14,50,7,104.23092629993334,,,,,,,,,104.21047369996086,104.23092629993334,104.23092629993334,104.74038279987872,105.223737699911,106.09109839983284,left,0,1.8455592999234796,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
UF 3,90,right,2,15,51,16,106.11515709990636,,,,,,,,,106.09220499964431,106.11515709990636,106.11515709990636,106.62214739993215,107.10528669971973,107.60740879969671,left,0,1.489854000043124,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
fb 2,20,right,2,16,52,8,107.63133660005406,,,,,,,,,107.60911449976265,107.63133660005406,107.63133660005406,108.13757689995691,108.62091559963301,109.4385869000107,left,0,1.7960223001427948,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
twitter 2,60,right,2,17,53,10,109.45952379982919,,,,,,,,,109.43993650004268,109.45952379982919,109.45952379982919,109.96950819995254,110.45236349990591,110.98748129978776,right,1,1.5192358996719122,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
twitch 2,120,right,3,0,54,13,111.00989479990676,,,,,,,,,110.98853439977393,111.00989479990676,111.00989479990676,,,111.35409779986367,right,1,0.34155809972435236,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
UF 3,90,right,3,1,55,16,111.37816650001332,,,,,,,,,111.35547529999167,111.37816650001332,111.37816650001332,111.88454379979521,112.36773790000007,113.2017919998616,left,0,1.815050800330937,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
fb 2,20,right,3,2,56,8,113.22488699993119,,,,,,,,,113.20282149966806,113.22488699993119,113.22488699993119,113.73291659960523,114.21624499978498,114.81797069963068,right,1,1.5867265998385847,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
ig 1,0,left,3,3,57,4,114.84177549974993,,,,,,,,,114.81930639967322,114.84177549974993,114.84177549974993,115.3481993000023,115.83155460003763,116.61584619991481,left,1,1.760958599857986,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
twitch 1,0,left,3,4,58,6,116.64124020002782,,,,,,,,,116.6169014996849,116.64124020002782,116.64124020002782,117.14665889972821,117.6301523996517,118.697213599924,left,1,2.0509045999497175,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
twitter 2,60,right,3,5,59,10,118.71775919990614,,,,,,,,,118.6982657997869,118.71775919990614,118.71775919990614,119.22854259982705,119.71182149974629,120.5794767998159,right,1,1.8443010998889804,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
UF 4,10,right,3,6,60,17,120.60016559995711,,,,,,,,,120.58072299975902,120.60016559995711,120.60016559995711,121.1102706999518,121.59347379999235,122.97763639967889,right,1,2.3643045001663268,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
adidas 2,0,right,3,7,61,7,122.99849979998544,,,,,,,,,122.97869449993595,122.99849979998544,122.99849979998544,123.50827159965411,123.99140359973535,125.06019719969481,left,0,2.0590265998616815,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
google 1,0,left,3,8,62,2,125.08611579984426,,,,,,,,,125.06129259988666,125.08611579984426,125.08611579984426,125.58990889973938,126.07318839989603,127.25733829988167,left,1,2.1589398998767138,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
CN 1,0,left,3,9,63,5,127.27902919985354,,,,,,,,,127.25864479970187,127.27902919985354,127.27902919985354,127.78800929989666,128.2712377998978,129.08932719985023,right,0,1.803565500304103,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
ig 2,80,right,3,10,64,11,129.11005549971014,,,,,,,,,129.09037810005248,129.11005549971014,129.11005549971014,129.61990009993315,130.10317709995434,132.0530141000636,right,1,2.9267710000276566,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
fb 1,0,left,3,11,65,1,132.07797409966588,,,,,,,,,132.0540876998566,132.07797409966588,132.07797409966588,132.5839045997709,133.067362499889,133.7356451000087,left,1,1.6476770001463592,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
UF 2,140,right,3,12,66,15,133.76172529999167,,,,,,,,,133.73682359978557,133.76172529999167,133.76172529999167,134.26598869962618,134.74919019965455,135.6673939996399,right,1,1.8886437001638114,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
twitter 1,0,left,3,13,67,3,135.69019480003044,,,,,,,,,135.6687699998729,135.69019480003044,135.69019480003044,136.1978980996646,136.68091969983652,137.54905559960753,left,1,1.8517634002491832,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
CN 2,100,right,3,14,68,12,137.56848099967465,,,,,,,,,137.550098199863,137.56848099967465,137.56848099967465,138.0793476998806,138.56289229961112,139.53014859976247,right,1,1.9472222998738289,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
adidas 1,0,left,3,15,69,0,139.5493506998755,,,,,,,,,139.53123329998925,139.5493506998755,139.5493506998755,140.06119499960914,140.54451669985428,141.0625733998604,left,1,1.509135500062257,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
google 2,40,right,3,16,70,9,141.08372080000117,,,,,,,,,141.06416579987854,141.08372080000117,141.08372080000117,141.59329289989546,142.07664289977401,142.74446179997176,right,1,1.6504329997114837,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
UF 1,0,left,3,17,71,14,142.769665800035,,,,,,,,,142.74594529997557,142.769665800035,142.769665800035,143.27507840003818,143.7585502997972,145.225753699895,left,1,2.4497012002393603,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
google 2,40,right,4,0,72,9,145.24816880002618,,,,,,,,,145.22766829980537,145.24816880002618,145.24816880002618,145.75655839964747,146.2397473999299,146.8241717997007,right,1,1.5619006999768317,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
twitch 1,0,left,4,1,73,6,146.84859969979152,,,,,,,,,146.8252890999429,146.84859969979152,146.84859969979152,147.35514390002936,147.83844469999894,148.78993029985577,left,1,1.9385583000257611,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
twitter 1,0,left,4,2,74,3,148.8127661999315,,,,,,,,,148.79097499977797,148.8127661999315,148.8127661999315,149.32019559992477,149.80363059975207,150.68744799960405,left,1,1.857918200083077,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
CN 2,100,right,4,3,75,12,150.70756349992007,,,,,,,,,150.68850369984284,150.70756349992007,150.70756349992007,151.21869699982926,151.70184429967776,152.30279929982498,right,1,1.585919599980116,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
UF 3,90,right,4,4,76,16,152.32410089997575,,,,,,,,,152.30384629964828,152.32410089997575,152.32410089997575,152.83395530004054,153.31705969991162,154.15169940004125,left,0,1.8121654000133276,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
ig 2,80,right,4,5,77,11,154.17224309965968,,,,,,,,,154.15319709992036,154.17224309965968,154.17224309965968,154.6823848998174,155.1657433998771,156.4994721999392,right,1,2.3118476001545787,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
fb 2,20,right,4,6,78,8,156.52182919997722,,,,,,,,,156.50050489977002,156.52182919997722,156.52182919997722,157.03067649994045,157.51376579981297,158.24825289985165,right,1,1.7160961995832622,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
twitch 2,120,right,4,7,79,13,158.27021509967744,,,,,,,,,158.24932039994746,158.27021509967744,158.27021509967744,158.77913079969585,159.2622128999792,159.74724840000272,right,1,1.4654831998050213,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
adidas 1,0,left,4,8,80,0,159.7664036997594,,,,,,,,,159.74832929996774,159.7664036997594,159.7664036997594,160.27813139976934,160.76102849980816,161.62899289978668,left,1,1.8490626998245716,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
adidas 2,0,right,4,9,81,7,161.64857879979536,,,,,,,,,161.63005279982463,161.64857879979536,161.64857879979536,162.1594479996711,162.64282769989222,163.5769994999282,left,0,1.9168157000094652,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
google 1,0,left,4,10,82,2,163.60180179961026,,,,,,,,,163.57803760003299,163.60180179961026,163.60180179961026,164.10795910004526,164.5913211996667,165.0594371999614,left,1,1.4473859001882374,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
twitter 2,60,right,4,11,83,10,165.08041899977252,,,,,,,,,165.06059499969706,165.08041899977252,165.08041899977252,165.5899768997915,166.07341860001907,166.9082408999093,right,1,1.824870599899441,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
UF 4,10,right,4,12,84,17,166.93169169966131,,,,,,,,,166.9093410000205,166.93169169966131,166.93169169966131,167.43857409991324,167.92201989982277,168.77326089981943,left,0,1.8316193004138768,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
UF 1,0,left,4,13,85,14,168.79896689997986,,,,,,,,,168.77490519965068,168.79896689997986,168.79896689997986,169.30367459962144,169.78706029988825,170.53808869980276,left,1,1.7310566999949515,None,,,,5,001,2024-12-04_16h08.37.063,Mental Rotation,2024.1.5,None,2024-12-04 16h08.51.755148 +0530,
