reward_today,future_reward,delay,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
78,80,162,0,0,0,6,0.048778300173580647,,0.007195900194346905,0.048778300173580647,1.0155710000544786,1.0155710000544786,1.0490398998372257,3.485485500190407,l,2.4649992999620736,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
67,75,119,0,1,1,5,3.4969282001256943,,3.486178799998015,3.4969282001256943,4.496189500205219,4.496189500205219,4.496189500205219,6.013151300139725,l,1.503335100132972,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
15,35,13,0,2,2,1,6.028131400234997,,6.014063400216401,6.028131400234997,7.027484599966556,7.027484599966556,7.027484599966556,8.327867100015283,t,1.2920063002966344,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
27,50,21,0,3,3,2,8.342837300151587,,8.32868199981749,8.342837300151587,9.342368499841541,9.342368499841541,9.342368499841541,10.25902790017426,t,0.9017904000356793,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
11,30,7,0,4,4,0,10.27471819985658,,10.25971020013094,10.27471819985658,11.273965599946678,11.273965599946678,11.273965599946678,12.541062999982387,t,1.2534559997729957,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
40,55,62,0,5,5,3,12.556024999823421,,12.542117100208998,12.556024999823421,13.555250000208616,13.555250000208616,13.555250000208616,14.572296500205994,l,1.0013450998812914,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
49,60,89,0,6,6,4,14.58772230008617,,14.573253100272268,14.58772230008617,15.586511599831283,15.586511599831283,15.586511599831283,17.02051360020414,t,1.4206627001985908,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
27,50,21,1,0,7,2,17.0357170002535,,17.021218200214207,17.0357170002535,18.03496599989012,18.03496599989012,18.03496599989012,19.21899940026924,t,1.1737792999483645,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
49,60,89,1,1,8,4,19.233861200045794,,19.21972330007702,19.233861200045794,20.233185899909586,20.233185899909586,20.233185899909586,21.383514599874616,l,1.1434586998075247,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
15,35,13,1,2,9,1,21.39862579992041,,21.384202300105244,21.39862579992041,22.398059899918735,22.398059899918735,22.398059899918735,23.864952700212598,t,1.4620056999847293,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
67,75,119,1,3,10,5,23.87992430012673,,23.865646800026298,23.87992430012673,24.879366899840534,24.879366899840534,24.879366899840534,25.729630100075155,l,0.8431656998582184,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
78,80,162,1,4,11,6,25.745118800085038,,25.730185700114816,25.745118800085038,26.744450700003654,26.744450700003654,26.744450700003654,28.777528199832886,l,2.02993719978258,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
40,55,62,1,5,12,3,28.7927059000358,,28.778251999989152,28.7927059000358,29.791921200230718,29.791921200230718,29.791921200230718,31.774347700178623,l,1.9698401000350714,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
11,30,7,1,6,13,0,31.790123399812728,,31.77494540018961,31.790123399812728,32.789108800236136,32.789108800236136,32.789108800236136,33.77257490018383,t,0.9728356003761292,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
27,50,21,2,0,14,2,33.78818889986724,,33.773150499910116,33.78818889986724,34.787618999835104,34.787618999835104,34.787618999835104,36.071389799937606,t,1.2733049001544714,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
40,55,62,2,1,15,3,36.086501399986446,,36.072070099879056,36.086501399986446,37.085925000254065,37.085925000254065,37.085925000254065,38.05310369981453,l,0.9600442997179925,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
15,35,13,2,2,16,1,38.06822990020737,,38.05387260019779,38.06822990020737,39.06729539996013,39.06729539996013,39.06729539996013,40.900982699822634,t,1.8303552996367216,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
11,30,7,2,3,17,0,40.91600800026208,,40.901854699943215,40.91600800026208,41.91497190017253,41.91497190017253,41.931502299848944,45.296437699813396,t,3.376734200399369,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
67,75,119,2,4,18,5,45.31213740026578,,45.297041799873114,45.31213740026578,46.3113700998947,46.3113700998947,46.3113700998947,49.493486400227994,l,3.1730301999486983,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
49,60,89,2,5,19,4,49.50884719984606,,49.494207200128585,49.50884719984606,50.50800540018827,50.50800540018827,50.50800540018827,51.875355599913746,t,1.3656901000067592,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
78,80,162,2,6,20,6,51.890122999902815,,51.876042200252414,51.890122999902815,52.8892673002556,52.8892673002556,52.8892673002556,53.87310970015824,l,0.9731598999351263,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
40,55,62,3,0,21,3,53.88863930013031,,53.873773499857634,53.88863930013031,54.8878497001715,54.8878497001715,54.8878497001715,56.28781270002946,t,1.39278049999848,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
49,60,89,3,1,22,4,56.3031319999136,,56.2884404999204,56.3031319999136,57.30252669984475,57.30252669984475,57.30252669984475,59.035825500264764,l,1.7156401998363435,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
67,75,119,3,2,23,5,59.0510745998472,,59.03663010010496,59.0510745998472,60.0503449998796,60.0503449998796,60.0503449998796,60.88420259999111,l,0.8204981000162661,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
15,35,13,3,3,24,1,60.89940540026873,,60.88487820001319,60.89940540026873,61.89864329993725,61.89864329993725,61.89864329993725,62.81574109988287,t,0.9026879998855293,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
27,50,21,3,4,25,2,62.83113900013268,,62.816327900160104,62.83113900013268,63.83047130005434,63.83047130005434,63.83047130005434,65.79646319989115,t,1.9584317998960614,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
11,30,7,3,5,26,0,65.81197539996356,,65.79711809987202,65.81197539996356,66.81125500006601,66.81125500006601,66.81125500006601,73.04074539989233,t,6.228069799952209,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
78,80,162,3,6,27,6,73.05595900025219,,73.04129720013589,73.05595900025219,74.05524600017816,74.05524600017816,74.05524600017816,76.58794939983636,t,2.515891599934548,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
49,60,89,4,0,28,4,76.60305179981515,,76.58875430002809,76.60305179981515,77.60199550027028,77.60199550027028,77.60199550027028,78.33624139986932,l,0.7176637002266943,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
78,80,162,4,1,29,6,78.35170450014994,,78.3369406000711,78.35170450014994,79.3506431998685,79.3506431998685,79.3506431998685,80.46809120010585,l,1.1011508000083268,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
11,30,7,4,2,30,0,80.48311799997464,,80.46882950002328,80.48311799997464,81.48262239992619,81.48262239992619,81.48262239992619,82.35004900023341,t,0.8530284003354609,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
67,75,119,4,3,31,5,82.36503520002589,,82.3507142001763,82.36503520002589,83.36420120019466,83.36420120019466,83.36420120019466,84.59759970009327,t,1.220087599940598,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
27,50,21,4,4,32,2,84.61310310009867,,84.59830929990858,84.61310310009867,85.6123963999562,85.6123963999562,85.6123963999562,88.12842119997367,t,2.513774299994111,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
40,55,62,4,5,33,3,88.14350049989298,,88.12905889982358,88.14350049989298,89.142795199994,89.142795199994,89.142795199994,90.326261700131,l,1.1744222999550402,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
15,35,13,4,6,34,1,90.34164300002158,,90.3269328000024,90.34164300002158,91.34088229993358,91.34088229993358,91.34088229993358,92.74087209999561,t,1.3850946999154985,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
27,50,21,5,0,35,2,92.75639940006658,,92.74147340003401,92.75639940006658,93.7555859000422,93.7555859000422,93.7555859000422,95.70620439993218,t,1.9488257002085447,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
67,75,119,5,1,36,5,95.72015100019053,,95.7073317002505,95.72015100019053,96.71978740021586,96.71978740021586,96.71978740021586,98.0031643002294,l,1.2780430000275373,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
78,80,162,5,2,37,6,98.01862860005349,,98.0037153000012,98.01862860005349,99.01805339986458,99.01805339986458,99.01805339986458,99.5690223001875,l,0.5479049999266863,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
40,55,62,5,3,38,3,99.58393310010433,,99.56963110016659,99.58393310010433,100.58332270011306,100.58332270011306,100.58332270011306,101.43402990000322,t,0.846667000092566,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
11,30,7,5,4,39,0,101.44921350013465,,101.43472350016236,101.44921350013465,102.44883099989966,102.44883099989966,102.44883099989966,102.93233470013365,l,0.47745569981634617,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
49,60,89,5,5,40,4,102.94793870020658,,102.93287200015038,102.94793870020658,103.9473826000467,103.9473826000467,103.9473826000467,104.58113340009004,t,0.6239753002300858,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
15,35,13,5,6,41,1,104.59669970022514,,104.58178630005568,104.59669970022514,105.595880900044,105.595880900044,105.595880900044,107.3454589000903,t,1.7333173998631537,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
27,50,21,6,0,42,2,107.36098550027236,,107.34613159997389,107.36098550027236,108.36039789998904,108.36039789998904,108.36039789998904,109.493988300208,t,1.1186889000236988,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
40,55,62,6,1,43,3,109.50940919993445,,109.4947402998805,109.50940919993445,110.50855130003765,110.50855130003765,110.50855130003765,111.40894610015675,l,0.8931976999156177,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
49,60,89,6,2,44,4,111.42420390015468,,111.40960070025176,111.42420390015468,112.42352430010214,112.42352430010214,112.42352430010214,113.45735239982605,t,1.021535100415349,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
67,75,119,6,3,45,5,113.4726395001635,,113.45797089999542,113.4726395001635,114.47189689986408,114.47189689986408,114.47189689986408,115.35550440009683,l,0.8722041002474725,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
11,30,7,6,4,46,0,115.37082959990948,,115.35604530014098,115.37082959990948,116.37021790025756,116.37021790025756,116.37021790025756,117.13757030013949,t,0.7616774998605251,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
78,80,162,6,5,47,6,117.15309769986197,,117.1380595001392,117.15309769986197,118.15214030025527,118.15214030025527,118.16905259992927,118.81914030015469,l,0.6632723002694547,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
15,35,13,6,6,48,1,118.8349180999212,,118.81981670018286,118.8349180999212,119.83380630007014,119.83380630007014,119.8504376001656,122.43341669999063,t,2.5840583997778594,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
11,30,7,7,0,49,0,122.4484628001228,,122.43450189987198,122.4484628001228,123.44767979998142,123.44767979998142,123.44767979998142,128.12939610006288,l,4.679583500139415,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
40,55,62,7,1,50,3,128.14373200014234,,128.1302010002546,128.14373200014234,129.1429820000194,129.1429820000194,129.1429820000194,130.09340600017458,t,0.9449274996295571,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
27,50,21,7,2,51,2,130.10870190011337,,130.094074500259,130.10870190011337,131.10838920017704,131.10838920017704,131.10838920017704,131.5588544998318,l,0.44010609993711114,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
49,60,89,7,3,52,4,131.5745920999907,,131.55988819990307,131.5745920999907,132.5735658002086,132.5735658002086,132.59015050018206,133.22390619991347,l,0.6474009999074042,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
78,80,162,7,4,53,6,133.23945849994197,,133.22495740000159,133.23945849994197,134.23881060024723,134.23881060024723,134.23881060024723,135.02280970010906,l,0.7722646999172866,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
15,35,13,7,5,54,1,135.03798339981586,,135.0235005998984,135.03798339981586,136.03773610014468,136.03773610014468,136.03773610014468,137.18748799990863,t,1.1328732999973,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
67,75,119,7,6,55,5,137.20301719987765,,137.18815140007064,137.20301719987765,138.20216530002654,138.20216530002654,138.20216530002654,139.5362293999642,l,1.332137200050056,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
49,60,89,8,0,56,4,139.5509764002636,,139.53686039987952,139.5509764002636,140.5501707000658,140.5501707000658,140.5501707000658,141.95015469985083,l,1.3834436000324786,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
40,55,62,8,1,57,3,141.96570050017908,,141.95080740004778,141.96570050017908,142.96509349998087,142.96509349998087,142.96509349998087,143.54907280020416,l,0.5769706000573933,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
11,30,7,8,2,58,0,143.5644721998833,,143.54973149998114,143.5644721998833,144.56354520004243,144.56354520004243,144.56354520004243,147.7456410001032,t,3.1763703003525734,None,836456,001,2024-11-15_20h22.02.172,7.0 Delay Discounting,2024.1.5,None,2024-11-15 20h22.22.880209 +0530,
